Día,B,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging,sma_12,ema_12,sma_26,ema_26,MACD
2017-11-13,36861.15,-0.0030251805371487306,1.0123585735801883,36959.78999999999,37235.66248944709,36683.9175105529,36996.225000000006,36865.625,,,36824.84,37030.23166666667,37019.592307692306,36882.070384615385,36865.599792899404,153.9925147929025
2017-11-14,36795.76,-0.0017739544208468239,1.0105626956131035,36956.952,37238.353091052646,36675.55090894735,36963.53,36865.625,,,36824.84,36997.17166666666,36994.1591025641,36890.43961538461,36868.791863905324,125.36723865877866
2017-11-15,36670.2,-0.0034123496837680234,1.0071143023183005,36952.433000000005,37248.96722500568,36655.898774994326,36900.75,36865.625,,,37018.85,36966.034999999996,36946.86833333333,36895.49461538462,36856.556597633135,90.31173570019746
2017-11-16,36541.36,-0.003513479610146586,1.003575826752018,36941.472,37279.36368279466,36603.58031720534,36827.494999999995,36865.625,,,37176.58,36924.16166666666,36900.70038461538,36895.59423076923,36841.012366863906,59.688017751475854
2017-11-17,36685.88,0.00395497047728921,1.0075449395185434,36937.737,37285.16589496284,36590.30810503716,36790.59,36866.92,,,37209.92,36894.331666666665,36887.50294871794,36901.25230769231,36863.33050295858,24.172445759359107
2017-11-18,36685.88,0.0,1.0075449395185434,36934.002,37290.55502727976,36577.44897272024,36757.18,36866.92,,,37120.38,36870.331666666665,36862.26217948718,36899.693076923075,36868.118106508875,-5.8559270216937875
2017-11-19,36685.88,0.0,1.0075449395185434,36929.304000000004,37296.29622054169,36562.311779458316,36757.18,36866.92,,,36893.19,36833.21333333333,36841.954487179486,36894.64461538462,36866.79875739645,-24.844270216963196
2017-11-20,36795.29,0.0029823463414262452,1.0105497874827392,36915.11,37279.74505483872,36550.47494516128,36757.18,36866.92,,,36893.19,36806.685,36827.37897435897,36892.44346153846,36879.35928994083,-51.98031558185903
2017-11-21,36829.12,0.0009194111528949556,1.0114788982279064,36902.6075,37260.90849923195,36544.30650076805,36701.255000000005,36866.92,,,36893.19,36789.12666666667,36810.136538461535,36895.07961538462,36882.701390532544,-72.56485207100923
2017-11-22,36939.87,0.003007131313482292,1.014520548095694,36889.977,37223.1827246739,36556.7712753261,36740.615000000005,36866.92,,,36918.79,36786.36583333334,36812.31794871795,36901.97538461538,36901.97044378698,-89.6524950690291
2017-11-23,36911.84,-0.0007588007212804282,1.0137507291720451,36883.377,37209.19896737212,36557.55503262788,36740.615000000005,36866.92,,,37033.27,36781.269166666665,36805.66955128205,36907.79307692307,36903.493017751476,-97.8234664694246
2017-11-24,36729.18,-0.004948547674675563,1.0087341353585002,36867.644,37191.31104708359,36543.97695291641,36740.615000000005,36866.92,,,36973.06,36760.95083333333,36773.255448717944,36906.585384615384,36880.31414201183,-107.05869329388952
2017-11-25,36729.18,0.0,1.0087341353585002,36851.911,37170.280068569744,36533.541931430256,36812.875,36866.92,,,36944.4,36749.95333333333,36756.06301282051,36904.63692307693,36879.29224852071,-123.22923570020066
2017-11-26,36729.18,0.0,1.0087341353585002,36839.676,37157.15234302288,36522.19965697712,36812.875,36866.92,,,36946.95,36744.405,36746.75743589743,36891.175769230766,36877.64355029586,-130.88611439843226
2017-11-27,36763.72,0.0009403967091015097,1.0096827456197497,36821.297000000006,37110.08181006598,36532.51218993403,36812.875,36866.92,,,36946.95,36752.198333333334,36747.37653846154,36879.04307692307,36871.56718934911,-124.19065088756906
2017-11-28,36771.7,0.0002170618207297803,1.0099019091948733,36804.2005,37059.9997150625,36548.4012849375,36834.525,36836.33,,,36946.95,36771.39333333333,36755.19858974359,36862.85923076923,36862.528757396445,-107.3301676528572
2017-11-29,36986.26,0.005834921964445572,1.01579460802677,36801.5225,37048.26341620446,36554.781583795535,36857.72,36836.33,,,36946.95,36796.425,36804.44974358974,36860.64461538462,36881.84396449704,-77.39422090729931
2017-11-30,36972.57,-0.0003701374510426403,1.015418624399772,36801.501,37048.18155908786,36554.82044091213,36857.72,36836.33,,,37061.96,36820.315833333334,36823.52423076923,36857.90346153846,36877.863905325445,-54.33967455621314
2017-12-01,36892.88,-0.002155381678904167,1.0132300097003226,36797.495,37035.25103474163,36559.73896525837,36857.72,36836.33,,,37000.51,36837.565833333334,36831.47955128205,36852.097307692304,36863.28446745562,-31.804916173568927
2017-12-02,36892.88,0.0,1.0132300097003226,36793.488999999994,37021.68798361326,36565.29001638673,36857.72,36836.33,,,36923.95,36845.69833333333,36846.075705128205,36848.98192307692,36858.37156804733,-12.295862919127103
2017-12-03,36892.88,0.0,1.0132300097003226,36795.0755,37025.58865668382,36564.562343316175,36857.72,36827.494999999995,,,36998.77,36851.011666666665,36852.95705128204,36839.81192307692,36855.73547337278,-2.7784220907342387
2017-12-04,36952.54,0.0016171141965604097,1.01486851833339,36802.9145,37043.540832784536,36562.28816721546,36857.72,36790.59,,,36998.77,36852.0675,36866.63141025641,36833.61615384615,36857.15470414201,9.476706114393892
2017-12-05,36971.9,0.0005239152707769978,1.0154002234479758,36817.9995,37061.296417330865,36574.70258266913,36874.990000000005,36763.81,,,36998.77,36857.0725,36870.503269230765,36831.00384615384,36854.89059171598,15.6126775147859
2017-12-06,36983.54,0.00031483369802476346,1.015719905655299,36840.108499999995,37057.55744367477,36622.65955632522,36878.979999999996,36763.81,,,36998.77,36878.26916666667,36876.529038461544,36831.40923076923,36854.47094674556,22.0580917159823
2017-12-07,36824.84,-0.004291098147987005,1.0113613518492681,36847.0565,37052.79079564377,36641.32220435623,36905.55,36763.81,36926.985,,37058.67,36886.24083333334,36870.0492948718,36825.71076923077,36830.39857988166,39.65071499014448
2017-12-08,36824.84,0.0,1.0113613518492681,36854.004499999995,37046.30304971642,36661.70595028357,36904.19,36763.81,36937.682499999995,,37054.69,36894.2125,36876.79455128205,36820.012307692305,36825.576804733726,51.21774654832552
2017-12-09,36824.84,0.0,1.0113613518492681,36860.9525,37037.7021493979,36684.2028506021,36904.19,36763.81,36930.925,,37064.61,36899.30583333333,36883.53980769231,36818.61576923077,36820.755029585795,62.78477810651384
2017-12-10,36824.84,0.0,1.0113613518492681,36862.43,37037.42581697634,36687.43418302366,36904.19,36763.81,36914.5775,,37199.86,36903.73416666667,36887.84955128205,36819.73423076923,36819.57334319526,68.27620808679058
2017-12-11,37018.85,0.0052684546626680095,1.0166896632790605,36871.91650000001,37058.95204073168,36684.88095926833,36921.845,36780.104999999996,36883.1875,,37199.86,36906.45,36921.4442948718,36833.14384615385,36850.367426035504,71.07686883629503
2017-12-12,37176.58,0.004260802266953245,1.021021576901148,36883.752,37112.33326259982,36655.17073740018,37000.71,36931.229999999996,36846.56,,37199.86,36923.45083333333,36948.00846153846,36857.57538461538,36885.98017751479,62.028284023668675
2017-12-13,37209.92,0.0008968011581484969,1.0219372302338074,36898.655999999995,37168.28848424748,36629.02351575251,37017.38,36947.899999999994,36828.755,,37436.47,36949.870833333334,36967.52301282051,36877.730769230766,36911.78224852071,55.7407642998005
2017-12-14,37120.38,-0.00240634755463065,1.0194780940788484,36918.216,37192.60110104605,36643.83089895395,37017.38,36947.899999999994,36812.05,,37522.91,36968.82916666667,36976.10301282052,36894.442307692305,36915.06142011834,61.04159270217497
2017-12-15,36893.19,-0.0061203576040976815,1.013238523573542,36926.4165,37187.02485686896,36665.80814313104,37017.38,36969.55,36812.05,,37564.54,36968.855,36957.192371794874,36902.41576923076,36894.24964497041,62.942726824461715
2017-12-16,36893.19,0.0,1.013238523573542,36934.617,37179.57081714771,36689.66318285229,37017.38,36969.55,36812.05,,37544.43,36963.909166666665,36957.214230769234,36906.181153846155,36900.99642011834,56.217810650894535
2017-12-17,36893.19,0.0,1.013238523573542,36941.0905,37174.060041549026,36708.12095845097,37017.38,36969.55,36784.0875,,37570.54,36957.35,36953.02929487179,36908.64538461539,36904.1825147929,48.84678007889306
2017-12-18,36918.79,0.0006938949979657938,1.013941604716796,36948.445,37168.34312238886,36728.54687761114,37017.38,36969.55,36803.7675,,37570.54,36951.95416666666,36951.41769230769,36907.83461538462,36910.20609467456,41.211597633126075
2017-12-19,37033.27,0.003100860022768881,1.0170856957042844,36950.79549999999,37173.27814463887,36728.31285536112,37051.555,36969.55,36803.7675,,37570.54,36969.323333333334,36964.46429487179,36912.505,36927.13236686391,37.33192800787947
2017-12-20,36973.06,-0.001625835363714856,1.01543208181228,36950.82,37173.312444382085,36728.327555617914,37051.555,36969.55,36803.7675,,37575.56,36981.674999999996,36969.89820512821,36921.885,36921.821153846155,48.07705128205271
2017-12-21,36944.4,-0.0007751589941431547,1.0146449605011216,36953.396,37174.31596009773,36732.47603990227,37051.555,36969.55,36839.8975,,37575.56,36991.638333333336,36975.94038461538,36930.16269230769,36925.34884615385,50.591538461529126
2017-12-22,36946.95,6.902263942554221e-05,1.0147149939743751,36956.0995,37175.28895849051,36736.91004150948,37006.785,36986.82,36839.8975,,37620.29,37001.81416666666,36984.763205128205,36938.53846153846,36932.74535502958,52.01785009862215
2017-12-23,36946.95,0.0,1.0147149939743751,36958.803,37176.11222035732,36741.49377964268,36963.229999999996,36990.81,36839.8975,,37837.24,36995.8225,36993.37352564102,36945.58576923077,36939.832544378696,53.54098126232566
2017-12-24,36946.95,0.0,1.0147149939743751,36958.523499999996,37175.87909979684,36741.16790020315,36963.229999999996,37017.38,36835.427500000005,,37902.74,36976.68666666667,36988.30365384615,36952.32615384615,36945.79565088757,42.50800295858062
2017-12-25,36946.95,0.0,1.0147149939743751,36957.276,37174.5961972373,36739.9558027627,36963.229999999996,37017.38,36847.025,,37902.74,36954.7725,36972.111794871795,36950.814230769225,36951.49905325443,20.61274161736219
2017-12-26,37061.96,0.0031128415200714077,1.0178736409386575,36961.197,37183.10276816289,36739.29123183711,36990.375,37017.38,36847.025,,37902.74,36949.90416666667,36971.26288461538,36954.25230769231,36967.91357988165,3.349304733732424
2017-12-27,37000.51,-0.0016580342755752042,1.0161859715537767,36969.98049999999,37183.24869423787,36756.712305762114,37003.18,37017.38,36847.025,,38074.89,36958.847499999996,36957.68967948718,36958.391923076924,36961.368875739645,-3.679196252465772
2017-12-28,36923.95,-0.0020691606683260755,1.014083319509733,36974.936,37178.78188293052,36771.090117069485,36992.955,37017.38,36847.025,,38121.98,36961.410833333335,36953.47865384615,36959.586923076924,36953.093165680475,0.38548816567345057
2017-12-29,36998.77,0.002026327085807411,1.016138184007321,36983.6325,37175.48422233847,36791.78077766153,36992.955,37017.38,36842.6075,,38270.55,36970.20916666666,36967.1583974359,36963.65961538462,36965.6150887574,1.5433086785051273
2017-12-30,36998.77,0.0,1.016138184007321,36992.329000000005,37169.6686919043,36814.98930809571,36992.955,37017.38,36824.155,,38218.54,36976.87416666667,36974.60314102563,36965.437692307685,36969.061213017754,5.541928007878596
2017-12-31,36998.77,0.0,1.016138184007321,36991.325,37168.27546076807,36814.374539231925,36992.955,37017.38,36819.4,,38123.39,36973.99916666667,36980.242756410255,36966.47115384615,36970.56573964496,9.677016765293956
2018-01-01,36998.77,0.0,1.016138184007321,36982.434499999996,37137.56032938961,36827.30867061038,36992.955,37017.38,36821.395,,38123.39,36976.14166666666,36977.81006410257,36967.056923076925,36971.44020710059,6.369857001976925
2018-01-02,37058.67,0.0016189727388236097,1.0177832840261065,36974.872,37095.47304925037,36854.27095074963,36992.955,37017.38,36834.68,36801.82000000001,38123.39,36985.66416666666,36988.83833333333,36976.05038461538,36981.151242603555,7.687090729777992
2018-01-03,37054.69,-0.00010739727032826885,1.0176739768796164,36971.5875,37078.86400291278,36864.310997087225,36992.955,37017.38,36834.0,36823.215,38249.79,36994.642499999994,36996.283525641025,36984.89076923077,36988.148786982245,8.134738658780407
2018-01-04,37064.61,0.00026771240023859555,1.0179464208226272,36980.1585,37088.40856049849,36871.90843950151,36994.28,37017.38,36834.0,36865.625,38353.83,37004.4475,37005.406730769224,36994.11269230769,36997.15526627219,8.251464497036068
2018-01-05,37199.86,0.0036490334041017203,1.0216609413157947,36995.492000000006,37133.32336052165,36857.66063947836,37061.905,37051.555,36834.0,36865.625,38137.82,37025.52333333333,37034.510961538464,37008.536538461536,37025.76612426035,8.744837278114574
2018-01-06,37199.86,0.0,1.0216609413157947,37010.8255,37166.95163900086,36854.69936099914,37099.315,37051.555,36850.975,36865.625,38136.07,37046.59916666666,37052.344358974355,37015.49846153846,37037.970917159764,14.373441814590478
2018-01-07,37199.86,0.0,1.0216609413157947,37024.879,37195.4343103625,36854.3236896375,37099.315,37051.555,36965.97,36865.625,38029.21,37058.09083333333,37070.17775641025,37016.39384615385,37043.861775147925,26.315981262327114
2018-01-08,37436.47,0.006360507808362836,1.028159223710533,37045.039000000004,37293.40107671662,36796.67692328339,37217.619999999995,37164.83,36982.64,36875.64,38029.21,37094.42083333333,37116.30301282051,37025.107307692306,37081.020946745564,35.28206607494212
2018-01-09,37522.91,0.002308978383912752,1.0305332211333011,37072.5315,37394.636859397644,36750.42614060235,37260.84,37208.05,36982.64,36875.64,38029.21,37144.33416666667,37160.342243589745,37040.589230769234,37101.6923372781,58.64990631164255
2018-01-10,37564.54,0.0011094555299682174,1.0316765519143034,37103.538499999995,37484.96873898397,36722.10826101602,37309.615000000005,37228.865000000005,36993.465,36875.64,37750.79,37191.48166666667,37208.98121794872,37066.41038461538,37121.19704142012,87.78417652859935
2018-01-11,37544.43,-0.0005353453017127308,1.0311242487193488,37133.4125,37553.204246643574,36713.62075335642,37309.615000000005,37228.865000000005,36993.465,36875.64,37362.97,37236.95333333333,37245.78141025641,37091.45807692308,37139.95186390532,105.82954635108763
2018-01-12,37570.54,0.0006954427061485191,1.0318413365572536,37164.592000000004,37616.14329734242,36713.040702657585,37317.575,37244.665,36993.465,36875.64,37004.35,37284.60083333333,37288.274358974355,37117.51,37165.162988165685,123.11137080867047
2018-01-13,37570.54,0.0,1.0318413365572536,37195.771499999995,37668.750999656,36722.792000343994,37385.2,37247.244999999995,36993.465,36875.64,36820.16,37332.24833333334,37328.591474358975,37142.57730769231,37187.20692307693,141.38455128204805
2018-01-14,37570.54,0.0,1.0318413365572536,37226.951,37712.39740223171,36741.50459776829,37385.2,37247.244999999995,37010.552500000005,36875.64,36708.86,37374.90416666667,37368.908589743594,37163.24153846154,37208.41772189349,160.4908678501015
2018-01-15,37575.56,0.0001336153273281404,1.0319792063751885,37252.631,37754.685981293864,36750.57601870614,37387.71,37249.755,37010.552500000005,36875.64,36708.86,37418.310000000005,37405.77429487179,37186.414615384616,37226.675147928996,179.09914694279723
2018-01-16,37575.56,0.0,1.0319792063751885,37281.3835,37788.284829217046,36774.48217078296,37506.015,37249.755,37010.552500000005,36875.64,36708.86,37460.88916666667,37442.50230769231,37210.689999999995,37246.28313609467,196.2191715976369
2018-01-17,37620.29,0.0011904014204979774,1.033207675888382,37316.2005,37815.63870052315,36816.762299476846,37571.600000000006,37272.119999999995,36996.802500000005,36875.64,36492.42,37495.924999999996,37485.412371794875,37236.587692307694,37273.70538461538,211.70698717949563
2018-01-18,37837.24,0.005766834864909365,1.039166013936387,37358.123999999996,37884.288449495776,36831.959550504216,37690.835,37380.595,36977.02,36875.64,36575.81,37549.04,37548.435,37270.82961538462,37328.99573964497,219.43926035502955
2018-01-19,37902.74,0.0017310987799321609,1.0409649129552592,37403.322499999995,37953.27602949705,36853.36897050294,37723.585,37413.345,36990.30499999999,36875.64,36455.45,37607.613333333335,37603.45538461539,37307.59076923077,37368.04659763314,235.40878698224697
2018-01-20,37902.74,0.0,1.0409649129552592,37448.521,38006.666671544815,36890.375328455186,37736.64,37413.345,36990.30499999999,36875.64,36635.01,37646.46916666667,37653.01743589744,37344.35192307692,37399.15218934911,253.86524654833192
2018-01-21,37902.74,0.0,1.0409649129552592,37493.7195,38045.155938845885,36942.283061154114,37736.64,37413.345,37003.8775,36875.64,36807.05,37678.121666666666,37685.89544871795,37376.68961538461,37430.25778106509,255.63766765285982
2018-01-22,38074.89,0.004541888000709315,1.04569285900257,37544.5305,38113.44648257826,36975.61451742174,37822.715,37499.42,37010.28,36875.64,36807.05,37720.65083333333,37739.162948717945,37418.01192307692,37484.10505917159,255.057889546355
2018-01-23,38121.98,0.0012367731068954058,1.046986143808657,37597.895000000004,38173.26894829533,37022.52105170468,37848.770000000004,37560.375,37005.167499999996,36875.64,36807.05,37768.78,37782.39378205128,37464.09,37526.31470414201,256.0790779092713
2018-01-24,38270.55,0.003897226744256299,1.0510664862091739,37658.192,38250.08339323524,37066.300606764766,37923.055,37634.66,37005.167499999996,36875.64,36880.06,37827.114166666666,37845.97538461538,37513.00461538461,37588.160769230766,257.81461538461735
2018-01-25,38218.54,-0.0013590084281517312,1.0496380779958678,37709.126,38309.83940558891,37108.412594411086,37945.42,37634.66,37005.167499999996,36875.64,36946.3,37881.114166666666,37887.33352564103,37559.91884615384,37621.54852071006,265.7850049309709
2018-01-26,38123.39,-0.002489629378830349,1.0470248681997503,37755.3025,38333.65759023888,37176.94740976112,38053.895000000004,37634.66,37005.167499999996,36875.64,36938.52,37927.185,37918.38737179487,37603.17346153846,37646.606715976326,271.78065581854753
2018-01-27,38123.39,0.0,1.0470248681997503,37801.479,38340.81908756104,37262.13891243896,38086.645000000004,37662.62,37005.167499999996,36875.64,36984.95,37972.8375,37957.37038461538,37646.428076923075,37683.20677514793,274.1636094674468
2018-01-28,38123.39,0.0,1.0470248681997503,37835.825,38365.09968133294,37306.550318667054,38086.645000000004,37662.62,37005.167499999996,36875.64,36997.86,38018.49,37995.99942307692,37687.37884615384,37719.80683431953,276.19258875739615
2018-01-29,38249.79,0.0033155498501051817,1.0504963313445663,37872.169,38410.352394727735,37333.98560527227,38086.645000000004,37667.58,37005.167499999996,36875.64,36997.86,38070.94833333333,38054.07461538461,37733.34423076923,37773.90363905325,280.1709763313629
2018-01-30,38353.83,0.002720014933415449,1.0533536970533217,37911.6335,38469.411657394994,37353.85534260501,38214.36,37776.845,37005.83,36875.64,36997.86,38113.9975,38114.468589743585,37782.929615384615,37828.803579881656,285.6650098619284
2018-01-31,38137.82,-0.005632032055208125,1.0474211752660454,37941.303,38480.411507173514,37402.194492826486,38237.905,37776.845,37056.729999999996,36875.64,37066.82,38133.5875,38117.6625,37819.005000000005,37837.528136094676,280.13436390532297
2018-02-01,38136.07,-4.5886209542156386e-05,1.0473731130785182,37969.5795,38486.57138025158,37452.58761974842,38238.61,37776.845,37075.435,36875.64,37064.41,38153.03166666667,38133.969423076924,37855.013076923075,37867.78423076923,266.18519230769016
2018-02-02,38029.21,-0.0028020716345443786,1.0444382985875764,37992.513,38475.91510630794,37509.11089369206,38191.520000000004,37895.15,37075.435,36947.899999999994,36913.72,38163.57083333333,38133.98217948718,37886.91115384615,37881.812603550294,252.16957593688858
2018-02-03,38029.21,0.0,1.0444382985875764,38015.446500000005,38457.96312499323,37572.92987500678,38191.520000000004,37938.37,37191.225,37061.175,36875.07,38159.76416666667,38142.89993589743,37909.70884615385,37908.80328402366,234.0966518737696
2018-02-04,38029.21,0.0,1.0444382985875764,38038.129,38431.39107825266,37644.86692174734,38191.520000000004,37949.130000000005,37234.445,37104.395000000004,36802.49,38152.03333333333,38139.678910256414,37929.181923076925,37928.09363905326,211.58527120315557
2018-02-05,37750.79,-0.00732121440334943,1.0367917418725472,38046.8905,38404.347712315255,37689.43328768475,38052.31,37949.130000000005,37269.240000000005,37146.86,36802.49,38108.72,38090.30358974359,37936.345384615386,37901.737011834324,188.56657790926693
2018-02-06,37362.97,-0.010273162495407329,1.026140611834394,38034.0245,38464.00564993487,37604.04335006513,37858.4,37858.4,37269.240000000005,37146.86,36802.49,38037.4225,37993.989230769235,37929.36615384615,37848.13378698225,145.8554437869825
2018-02-07,37004.35,-0.009598273370666321,1.0162914337252649,37992.38,38612.386803049274,37372.37319695072,37679.09,37679.09,37281.119999999995,37149.86,36719.43,37944.16916666667,37878.48826923077,37907.58961538461,37787.05597633136,91.43229289941519
2018-02-08,36820.16,-0.004977522912846588,1.0112328198277676,37938.251000000004,38743.70998850691,37132.7920114931,37478.990000000005,37586.995,37316.222499999996,37149.86,36825.01,37835.56666666667,37771.24467948718,37878.72884615385,37740.29275147929,30.951928007889364
2018-02-09,36708.86,-0.0030228005527407342,1.0081760647010427,37878.557,38847.93272887648,36909.18127112352,37422.465,37531.345,37316.222499999996,37149.86,36856.09,37717.68916666667,37662.227179487185,37845.58730769231,37698.74902366864,-36.52184418145771
2018-02-10,36708.86,0.0,1.0081760647010427,37818.863,38915.12727457202,36722.598725427975,37369.035,37531.345,37318.7325,37152.369999999995,36966.13,37589.278333333335,37562.484679487185,37812.25269230769,37670.706183431954,-108.22150394476921
2018-02-11,36708.86,0.0,1.0081760647010427,37750.561499999996,38941.69382287241,36559.42917712758,37369.035,37531.345,37377.884999999995,37152.369999999995,37131.62,37452.1975,37453.82935897436,37778.91807692307,37642.499970414196,-188.670611439833
2018-02-12,36492.42,-0.0058961242599199215,1.0022317333476882,37669.0835,38966.815458281395,36371.351541718606,37260.815,37423.125,37421.86,37192.005000000005,37131.62,37315.08083333333,37304.53942307692,37735.53846153846,37580.99529585798,-276.45587278105813
2018-02-13,36575.81,0.002285132090445119,1.0045219652436235,37584.3465,38934.7517233382,36233.9412766618,37121.604999999996,37423.125,37535.715,37304.47,37131.62,37185.059166666666,37201.34685897436,37687.02192307692,37557.118698224855,-355.7718392504976
2018-02-14,36455.45,-0.003290699508773698,1.0012163853060438,37496.192,38899.23154350238,36093.15245649763,36909.21,37404.64,37568.465,37363.78999999999,37292.11,37053.9125,37072.8116025641,37631.35692307692,37497.549319526624,-424.73771696252516
2018-02-15,36635.01,0.0049254638195388445,1.0061478403873982,37421.773,38841.821807971624,36001.72419202838,36729.899999999994,37404.64,37574.9925,37363.78999999999,37478.98,36937.729166666664,36989.46596153846,37582.59807692308,37478.072781065086,-488.6068195266271
2018-02-16,36807.05,0.004696054402605565,1.0108727653829215,37355.956,38761.621170072285,35950.29082992771,36637.805,37404.64,37574.9925,37363.78999999999,37421.91,36835.8825,36917.62467948718,37540.45615384616,37463.28298816569,-545.6583086785104
2018-02-17,36807.05,0.0,1.0108727653829215,37290.139,38668.62226885185,35911.65573114816,36631.25,37404.64,37661.0675,37449.865,37318.65,36757.2375,36831.44673076923,37491.693076923075,37427.624437869825,-596.1777071005927
2018-02-18,36807.05,0.0,1.0108727653829215,37218.00199999999,38537.15205606268,35898.851943937305,36631.25,37404.64,37704.5725,37473.41,37351.92,36710.910833333335,36764.900961538464,37441.11884615385,37386.36337278107,-621.4624112426027
2018-02-19,36880.06,0.0019835873833951023,1.0128779198465527,37144.313500000004,38361.04864805877,35927.578351941236,36667.755,37404.64,37778.8575,37547.695,37351.92,36700.55333333334,36736.93378205128,37387.63846153846,37354.80210059172,-617.868318540437
2018-02-20,36946.3,0.001796092522626136,1.0146971423047222,37084.7375,38213.651735935695,35955.82326406431,36700.875,37404.64,37790.04,37547.695,37351.92,36711.064999999995,36738.360512820516,37338.70615384616,37319.74023668639,-581.3797238658735
2018-02-21,36938.52,-0.0002105758898727217,1.01448347155103,37024.86,38045.052032915926,36004.667967084075,36700.875,37404.64,37844.277500000004,37547.695,37445.23,36730.20333333333,36746.05807692307,37293.13423076923,37277.13905325444,-531.0809763313664
2018-02-22,36984.95,0.0012569534458879428,1.0157586300463926,36972.647000000004,37881.56796289887,36063.726037101136,36720.2,37404.64,37874.63250000001,37547.695,37334.76,36753.21083333334,36769.39512820513,37249.34807692308,37245.72127218935,-476.3261439842245
2018-02-23,36997.86,0.00034906090179931404,1.016113191669807,36921.0795,37689.06604583641,36153.09295416359,36816.435,37404.64,37874.63250000001,37547.695,37306.32,36777.29416666667,36790.849166666674,37206.058461538465,37210.6576035503,-419.808436883628
2018-02-24,36997.86,0.0,1.016113191669807,36869.512,37445.674134619796,36293.34986538021,36902.455,37404.64,37877.1125,37547.695,37238.3,36819.41416666666,36811.22737179487,37157.90730769231,37174.02792899409,-362.800557199218
2018-02-25,36997.86,0.0,1.016113191669807,36831.8655,37247.23494830112,36416.49605169888,36902.455,37296.634999999995,37995.6025,37589.335,37012.03,36854.585,36846.86737179487,37105.75461538461,37133.284644970416,-286.41727317554614
