Día,D,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging,sma_12,ema_12,sma_26,ema_26,MACD
2017-12-11,31477.57,0.0007709837943974396,1.0090902067416148,31448.889999999996,31525.96624231369,31371.8137576863,31471.84,31460.325,31507.0875,,31738.57,31466.274999999998,31467.52967948718,31461.164230769227,31465.84718934911,1.6824901380678057
2017-12-12,31481.04,0.00011023722606284814,1.0092014460468532,31448.144500000002,31523.64092161516,31372.648078384846,31471.84,31460.325,31495.63,,31738.57,31466.786666666667,31468.546538461538,31460.508846153847,31464.222041420115,4.324497041423456
2017-12-13,31492.62,0.0003678404525389034,1.00957267116347,31449.756,31527.594514960638,31371.917485039365,31472.97,31460.325,31524.565,,31828.61,31469.558333333334,31470.761025641026,31460.848846153844,31465.44902366864,5.312001972386497
2017-12-14,31437.54,-0.0017489811898787622,1.0078069475517895,31453.175,31521.938158119898,31384.4118418801,31465.08,31460.325,31543.17,,31845.08,31467.74,31464.632435897438,31459.07038461539,31457.262869822483,7.369566074954491
2017-12-15,31356.15,-0.002588943027984958,1.0051977927813704,31452.524500000007,31524.65551827941,31380.393481720603,31424.385000000002,31453.82,31543.17,,31866.89,31459.139166666664,31450.57230769231,31454.16153846154,31443.236479289943,7.335828402367042
2017-12-16,31356.15,0.0,1.0051977927813704,31451.874,31527.199781910127,31376.548218089873,31424.385000000002,31453.82,31543.17,,31794.58,31447.955,31443.29467948718,31448.184230769228,31439.082840236686,4.2118392504926305
2017-12-17,31356.15,0.0,1.0051977927813704,31449.345500000003,31533.539077860918,31365.151922139088,31424.385000000002,31426.050000000003,31535.475,,31813.03,31437.849166666667,31433.831153846157,31440.671153846153,31434.025118343194,-0.1939644970370864
2017-12-18,31367.88,0.0003740892934878115,1.0055738265134875,31445.677499999998,31537.125436503764,31354.229563496232,31424.385000000002,31424.385000000002,31532.53,,31813.03,31428.198333333334,31427.08467948718,31435.745384615384,31429.4725147929,-2.387835305718909
2017-12-19,31498.98,0.004179434504339996,1.009776556460679,31447.0905,31540.911099475037,31353.26990052496,31427.565000000002,31427.565000000002,31518.91,,31813.03,31432.003333333338,31439.08782051282,31437.229615384615,31445.47378698225,-6.38596646942824
2017-12-20,31478.15,-0.000661291254510421,1.009108800054882,31447.252999999997,31541.278963722525,31353.22703627747,31427.565000000002,31427.565000000002,31480.165,,31811.75,31434.0725,31439.102820512824,31441.421538461538,31443.525059171596,-4.4222386587716755
2017-12-21,31532.15,0.0017154756553354744,1.010839901634961,31450.892499999998,31551.96159474408,31349.823405255916,31444.15,31444.15,31480.165,,31811.75,31440.641666666666,31449.161346153844,31447.690384615387,31455.37976331361,-6.218417159765522
2017-12-22,31606.29,0.002351251024747647,1.013216639989536,31458.239,31580.16014851815,31336.317851481854,31481.22,31481.22,31480.165,,31855.77,31453.389166666664,31466.126025641024,31456.81076923077,31472.09032544379,-5.964299802766618
2017-12-23,31606.29,0.0,1.013216639989536,31465.585499999997,31603.70890776552,31327.462092234477,31481.22,31481.22,31480.165,,31966.22,31464.115833333333,31476.91237179487,31464.48653846154,31479.8075739645,-2.895202169627737
2017-12-24,31606.29,0.0,1.013216639989536,31471.382,31622.448229639784,31320.31577036022,31481.22,31481.22,31479.57,,31966.74,31474.553333333333,31485.98878205128,31470.834615384614,31486.302455621302,-0.3136735700209101
2017-12-25,31606.29,0.0,1.013216639989536,31477.8255,31640.077230524465,31315.573769475533,31481.22,31481.22,31479.57,,31966.74,31484.025833333333,31494.82051282051,31476.048846153848,31491.673905325442,3.1466074950694747
2017-12-26,31650.74,0.0014063656316511963,1.0146415930494344,31486.178000000004,31665.29222943098,31307.063770569028,31509.31,31503.445,31465.685,,31966.74,31501.7925,31509.674166666668,31482.811923076923,31502.924408284027,6.749758382640721
2017-12-27,31663.55,0.0004047298736142846,1.015052248813153,31496.689499999997,31691.054766237146,31302.324233762847,31570.85,31509.85,31460.4225,,32022.26,31527.409166666668,31526.678269230768,31490.665384615382,31510.617781065088,16.06048816568
2017-12-28,31659.43,-0.0001301180695152393,1.0149201721740804,31506.995000000003,31712.72047973617,31301.269520263835,31570.85,31509.85,31460.4225,,32023.77,31552.6825,31547.720064102567,31498.360384615386,31516.62917159763,31.090892504937074
2017-12-29,31678.63,0.0006064543802588584,1.0155356749581084,31518.260500000004,31735.478073113147,31301.04292688686,31605.39,31517.39,31460.4225,,32085.33,31579.555833333336,31572.05903846154,31506.793846153847,31526.094171597633,45.96486686390563
2017-12-30,31678.63,0.0,1.0155356749581084,31529.526,31755.39668961892,31303.655310381084,31642.46,31517.39,31464.287500000002,,32107.65,31605.45166666667,31594.798012820516,31514.035,31533.230177514793,61.56783530572284
2017-12-31,31678.63,0.0,1.0155356749581084,31539.579000000005,31773.155910555768,31306.002089444242,31642.46,31517.39,31472.845,,32129.72,31620.4225,31616.709871794876,31521.773846153847,31539.35730769231,77.35256410256625
2018-01-01,31678.63,0.0,1.0155356749581084,31549.4585,31788.999697246098,31309.917302753904,31642.46,31517.39,31481.475000000002,,32129.72,31637.12916666667,31629.377500000002,31529.27153846154,31545.905562130178,83.47193786982461
2018-01-02,31720.05,0.0013075060379819092,1.0168634939849022,31560.829999999998,31810.004419152086,31311.65558084791,31663.17,31538.1,31484.495000000003,31408.095,32129.72,31652.787500000002,31649.88621794872,31539.53038461538,31558.622071005917,91.26414694280174
2018-01-03,31702.63,-0.0005491794622013435,1.0163050534381433,31574.084499999997,31823.823518959412,31324.345481040582,31685.395,31538.1,31476.800000000003,31408.095,32155.79,31660.815833333338,31660.45557692308,31549.11923076923,31564.622633136092,95.83294378698702
2018-01-04,31706.17,0.00011166266016404691,1.0164185367639482,31591.585499999997,31826.224501294168,31356.946498705827,31689.739999999998,31538.1,31473.855000000003,31419.315,32150.29,31669.139166666664,31667.7933974359,31558.844230769235,31573.28088757396,94.51250986193918
2018-01-05,31738.57,0.0010218831224333425,1.0174571977119957,31610.7065,31826.89589428948,31394.51710571052,31699.0,31547.36,31466.0825,31427.985,32085.39,31680.162500000002,31679.82083333333,31569.815384615384,31586.49434911243,93.32648422090278
2018-01-06,31738.57,0.0,1.0174571977119957,31629.827500000003,31818.14458998372,31441.510410016286,31708.6,31547.36,31466.0825,31427.985,32055.01,31691.185833333337,31689.148269230773,31579.85384615385,31595.777633136095,93.37063609467805
2018-01-07,31738.57,0.0,1.0174571977119957,31648.362,31798.666746441693,31498.05725355831,31708.6,31547.36,31466.0825,31427.985,32028.62,31698.505,31698.475705128207,31589.758846153847,31604.271715976334,94.20398915187252
2018-01-08,31828.61,0.002836926805461104,1.0203436493095943,31664.8435,31818.304279604206,31511.38272039579,31753.620000000003,31592.38,31466.6475,31493.004999999997,32028.62,31712.26,31718.521153846155,31602.681538461537,31626.505177514795,92.01597633136043
2018-01-09,31845.08,0.0005174589779446404,1.0208716352915184,31683.190000000002,31830.5333218749,31535.846678125105,31761.855000000003,31600.615,31462.7025,31500.004999999997,32028.62,31727.730833333335,31732.693846153845,31618.356153846154,31639.973609467455,92.7202366863894
2018-01-10,31866.89,0.0006848781664230419,1.0215708079852501,31699.927000000003,31850.883078189072,31548.970921810935,31784.760000000002,31611.52,31439.1025,31493.5,31924.87,31743.419166666663,31749.139935897438,31638.0,31656.592130177516,92.5478057199216
2018-01-11,31794.58,-0.0022691263565411957,1.0192527347397777,31709.3415,31859.23481038178,31559.44818961822,31784.760000000002,31611.52,31439.1025,31493.5,31808.33,31753.081666666665,31751.290064102563,31654.862692307695,31662.08923076923,89.20083333333241
2018-01-12,31813.03,0.0005802875836069532,1.0198441944463046,31719.6785,31868.21313628006,31571.143863719943,31786.53,31617.385000000002,31425.217500000002,31493.5,31734.13,31764.281666666666,31762.304487179485,31672.435,31679.196124260357,83.1083629191271
2018-01-13,31813.03,0.0,1.0198441944463046,31730.0155,31874.212882699536,31585.818117300467,31802.73,31672.52,31424.385000000002,31493.5,31655.76,31775.481666666663,31771.781410256408,31689.556153846155,31694.065000000002,77.71641025640565
2018-01-14,31813.03,0.0,1.0198441944463046,31740.352499999997,31876.95061676903,31603.754383230964,31802.73,31672.52,31427.565000000002,31493.5,31682.21,31783.23,31781.25833333333,31701.635000000002,31708.552130177515,72.70620315581618
2018-01-15,31811.75,-4.02350860637668e-05,1.0198031609273694,31748.403,31881.83457261975,31614.971427380246,31802.73,31699.52,31427.565000000002,31493.5,31682.21,31792.323333333334,31787.617692307693,31714.46576923077,31718.57576923077,69.0419230769221
2018-01-16,31811.75,0.0,1.0198031609273694,31755.813000000002,31885.957272513624,31625.66872748638,31830.735,31736.59,31444.15,31493.5,31682.21,31801.12166666667,31795.312051282053,31725.219615384613,31729.4325739645,65.87947731755412
2018-01-17,31855.77,0.0013837654325838944,1.0212143292895006,31765.629999999997,31894.818613257412,31636.441386742583,31830.735,31736.59,31481.22,31493.5,31626.76,31810.888333333332,31809.529102564105,31734.815,31745.304289940825,64.22481262328074
2018-01-18,31966.22,0.0034671897744114055,1.0247550731694957,31780.009499999996,31929.871293940316,31630.147706059677,31880.4,31786.255,31481.22,31493.5,31631.55,31829.859166666665,31834.785512820512,31748.65846153846,31770.415769230767,64.36974358974476
2018-01-19,31966.74,1.6267172033401778e-05,1.024771743036563,31794.415,31957.483488564132,31631.34651143587,31880.660000000003,31786.515,31481.22,31492.31,31609.73,31848.873333333333,31850.917756410254,31762.521923076925,31782.20946745562,68.70828895463274
2018-01-20,31966.74,0.0,1.024771743036563,31808.8205,31979.24873989729,31638.39226010271,31889.245000000003,31808.74,31481.22,31492.31,31664.25,31860.384166666667,31867.006666666668,31776.385384615387,31793.940088757397,73.06657790927056
2018-01-21,31966.74,0.0,1.024771743036563,31823.226000000002,31995.916232088286,31650.53576791172,31889.245000000003,31813.085,31506.377500000002,31503.445,31703.55,31870.522499999995,31876.746602564104,31788.53923076923,31805.670710059174,71.07589250493038
2018-01-22,32022.26,0.001736805191896229,1.0265515719203775,31838.336500000005,32024.765804905383,31651.907195094627,31917.004999999997,31840.845,31540.35,31509.85,31703.55,31883.47,31893.866730769227,31802.335769230773,31824.49627218935,69.37045857987687
2018-01-23,32023.77,4.7154698013196494e-05,1.0265999786497464,31854.3935,32046.59682149337,31662.190178506626,31917.760000000002,31851.2,31540.35,31509.85,31703.55,31902.569166666668,31905.054615384615,31816.348846153844,31836.4025739645,68.65204142011498
2018-01-24,32085.33,0.0019223220751336534,1.0285734344510364,31873.3515,32077.874635262426,31668.828364737576,31948.54,31881.980000000003,31561.39,31517.39,31766.27,31925.260833333334,31930.686217948718,31831.991153846153,31857.730562130175,72.95565581854316
2018-01-25,32107.65,0.0006956450190787056,1.029288956437469,31891.805500000006,32110.618126559897,31672.992873440115,31981.71,31893.14,31579.925,31517.39,31818.84,31949.8125,31953.320705128204,31848.491923076923,31874.400207100593,78.92049802761176
2018-01-26,32129.72,0.0006873751271114781,1.0299964640647346,31911.363,32141.64367952441,31681.08232047559,32047.97,31904.175000000003,31579.925,31517.39,31832.72,31976.203333333335,31977.490576923075,31865.84153846154,31891.757781065087,85.7327958579881
2018-01-27,32129.72,0.0,1.0299964640647346,31930.9205,32165.62446705707,31696.21653294293,32048.230000000003,31916.175000000003,31579.925,31517.39,31855.06,32002.700833333332,31999.82128205128,31883.191153846154,31906.438224852074,93.38305719920754
2018-01-28,32129.72,0.0,1.0299964640647346,31945.976000000002,32191.014215897085,31700.93778410292,32048.230000000003,31916.175000000003,31600.635,31538.1,31869.6,32029.198333333334,32022.242243589742,31898.947692307695,31921.118668639054,101.12357495068863
2018-01-29,32155.79,0.0008113982941650999,1.0308322014386728,31961.5115,32218.241377251823,31704.781622748178,32061.265,31930.98,31611.747499999998,31538.1,31869.6,32054.2,32048.673974358975,31916.376923076925,31938.461893491127,110.21208086784827
2018-01-30,32150.29,-0.00017104229129494275,1.030655885536998,31975.6815,32241.187666999267,31710.17533300073,32089.025,31947.18,31613.92,31538.1,31869.6,32069.53916666667,32068.98307692308,31933.458461538463,31952.36355029586,116.61952662721887
2018-01-31,32085.39,-0.0020186443108289875,1.0285753578972363,31990.222,32246.035887107715,31734.408112892288,32089.78,31947.18,31623.18,31547.36,31879.07,32079.426666666666,32071.97775641026,31946.797692307697,31956.8325443787,115.14521203155891
2018-02-01,32055.01,-0.0009468483942380868,1.0276014529712585,32002.321000000004,32245.938189169585,31758.703810830422,32105.4,31947.18,31627.98,31547.36,31884.14,32086.7825,32075.670256410256,31958.968461538465,31963.445739644972,112.22451676528362
2018-02-02,32028.62,-0.0008232722435588258,1.0267554572175865,32013.1005,32240.64089245491,31785.56010754509,32092.205,31975.185,31627.98,31547.36,31831.24,32091.939166666667,32077.834423076925,31970.124230769234,31969.68408284024,108.15034023668704
2018-02-03,32028.62,0.0,1.0267554572175865,32023.880000000005,32231.87078852419,31815.88921147582,32092.205,31975.185,31673.0,31592.38,31828.16,32092.469166666666,32082.197756410256,31977.816923076927,31979.12357988166,103.07417652859658
2018-02-04,32028.62,0.0,1.0267554572175865,32034.723500000004,32218.274267408957,31851.17273259105,32092.205,31975.185,31681.235,31600.615,31818.64,32092.873333333333,32082.646217948717,31984.876153846155,31985.63278106509,97.01343688362613
2018-02-05,31924.87,-0.00323929035968451,1.0234294981632681,32040.379500000003,32201.467089948084,31879.29191005192,32040.33,31975.185,31698.14,31611.52,31818.64,32079.501666666663,32067.026666666665,31987.106153846154,31975.64443786982,91.38222879684326
2018-02-06,31808.33,-0.003650445561720339,1.0196935244939644,32038.0075,32210.990152641967,31865.024847358032,31982.06,31982.06,31698.14,31611.52,31818.64,32054.558333333334,32037.782948717948,31987.635000000002,31959.602130177514,78.18081854043339
2018-02-07,31734.13,-0.0023327222774662815,1.0173148626931892,32026.403000000002,32243.213879681512,31809.59212031849,31942.21,31944.96,31701.9575,31611.52,31807.75,32021.5925,32005.26166666667,31984.600384615384,31948.634230769232,56.62743589743695
2018-02-08,31655.76,-0.002469580858211695,1.0148025213815077,32010.854,32281.19745694734,31740.51054305266,31870.574999999997,31905.775,31737.625,31611.52,31840.65,31982.095833333336,31965.310576923075,31978.551538461536,31934.009556213015,31.301020710059674
2018-02-09,31682.21,0.0008355509392288241,1.0156504405813798,31996.627499999995,32302.75089499204,31690.50410500795,31855.385,31905.775,31737.625,31611.52,31844.0,31944.803333333333,31935.959551282052,31973.52,31932.960532544377,2.9990187376752147
2018-02-10,31682.21,0.0,1.0156504405813798,31982.401,32318.110114261603,31646.6918857384,31842.19,31905.775,31751.125,31611.52,31887.99,31905.338333333333,31904.40435897436,31968.537692307695,31928.703076923077,-24.29871794871724
2018-02-11,31682.21,0.0,1.0156504405813798,31965.3985,32325.163166044364,31605.633833955635,31842.19,31905.775,31783.6625,31611.52,31892.37,31866.331666666665,31871.010897435895,31963.555384615385,31924.48727810651,-53.47638067061416
2018-02-12,31626.76,-0.001750193562885971,1.013872855718132,31945.548000000003,32333.27802343515,31557.817976564857,31827.69,31891.275,31783.6625,31611.52,31892.37,31828.112500000003,31829.474487179486,31954.74730769231,31911.740710059174,-82.26622287968712
2018-02-13,31631.55,0.00015145402184724155,1.0140264108397723,31922.858999999997,32328.120771605583,31517.59722839441,31775.815,31891.275,31833.3275,31661.185,31892.37,31792.82416666667,31797.872115384616,31941.875384615385,31905.024644970414,-107.15252958579731
2018-02-14,31609.73,-0.0006898176029944691,1.0133269175716737,31897.963,32315.875720954467,31480.050279045532,31709.03,31882.760000000002,31833.5875,31661.445,31919.17,31757.916666666668,31764.655833333334,31928.14423076923,31890.776094674555,-126.12026134122061
2018-02-15,31664.25,0.0017247853746298336,1.01507468901882,31874.6895,32290.19495796029,31459.18404203971,31671.93,31882.760000000002,31848.9925,31661.445,32013.29,31727.5525,31743.50641025641,31916.510000000002,31887.545118343194,-144.03870808678403
2018-02-16,31703.55,0.0012411473507187853,1.0163345462798774,31853.381,32257.83130723284,31448.930692767164,31656.64,31882.760000000002,31851.165,31661.445,32010.39,31700.463333333333,31723.859807692308,31906.387307692305,31883.746923076924,-159.88711538461575
2018-02-17,31703.55,0.0,1.0163345462798774,31832.072500000002,32220.457790217573,31443.68720978243,31656.64,31882.760000000002,31878.925,31689.205,31993.37,31682.02,31700.938205128205,31894.12923076923,31875.181568047334,-174.24336291912914
2018-02-18,31703.55,0.0,1.0163345462798774,31809.460499999997,32171.29922193495,31447.621778065044,31656.64,31882.760000000002,31884.480000000003,31689.96,32012.63,31673.288333333334,31685.332307692308,31881.813076923077,31864.809349112427,-179.47704142011935
2018-02-19,31766.27,0.001978327348199249,1.0183451887077026,31790.259499999996,32116.336610091916,31464.182389908077,31688.0,31882.760000000002,31915.260000000002,31720.74,32012.63,31675.966666666664,31687.593205128207,31869.541538461537,31864.03721893491,-176.44401380670388
2018-02-20,31818.84,0.0016548999929799635,1.0200304481533462,31776.931999999993,32073.85296962523,31480.011030374757,31714.285,31882.760000000002,31937.425,31731.9,32012.63,31689.556666666667,31697.947179487175,31858.433461538458,31861.741301775146,-163.79412228797082
2018-02-21,31832.72,0.00043621954791572826,1.0204754053743,31765.817499999997,32035.367157351826,31496.26784264817,31721.225,31882.760000000002,31976.072500000002,31742.935,32066.83,31702.099166666663,31711.581794871796,31847.010384615387,31854.477544378697,-142.89574950690076
2018-02-22,31855.06,0.0007017936261808355,1.021191568509466,31757.139499999997,32002.085462285333,31512.193537714662,31732.395,31882.760000000002,31982.202500000003,31742.935,32040.47,31716.50333333333,31725.6316025641,31836.44653846154,31848.24878698225,-122.61718441815174
2018-02-23,31869.6,0.00045644239878983583,1.0216576836386204,31749.188499999997,31966.900112444073,31531.47688755592,31766.925,31882.760000000002,31982.202500000003,31742.935,32006.51,31732.119166666667,31740.056666666664,31826.441923076924,31841.547071005916,-101.49040433925256
2018-02-24,31869.6,0.0,1.0216576836386204,31741.2375,31926.404678887335,31556.070321112664,31786.574999999997,31880.010000000002,31996.122499999998,31755.97,31978.72,31752.35583333333,31753.270064102566,31815.434615384616,31833.081627218937,-79.81156311637096
