Día,A,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging,sma_12,ema_12,sma_26,ema_26,MACD
2017-11-14,43276.72,-0.002026767910515037,1.010885360228784,43545.528000000006,43941.57392323223,43149.48207676778,43537.59,43466.115000000005,,,43712.84,43589.924999999996,43585.226282051284,43463.483076923076,43428.53204142012,156.69424063116458
2017-11-15,43079.91,-0.004547710639808189,1.0062881461204451,43534.86,43967.71184826644,43102.008151733564,43439.185,43466.115000000005,,,44029.74,43540.10083333334,43511.461153846154,43465.06461538461,43404.47183431953,106.98931952662679
2017-11-16,42889.85,-0.004411801231711143,1.0018486028379348,43514.689,44022.65846483221,43006.71953516779,43326.369999999995,43391.645000000004,,,44262.51,43474.43833333333,43440.062243589746,43459.336153846154,43376.570059171594,63.49218441815174
2017-11-17,43162.77,0.006363277092365616,1.0082236431023919,43508.164,44030.647253216935,42985.68074678306,43269.17,43391.645000000004,,,44287.63,43431.51916666667,43426.48935897436,43464.10461538461,43413.71059171598,12.778767258379958
2017-11-18,43162.77,0.0,1.0082236431023919,43501.639,44037.92268318826,42965.35531681174,43216.715,43391.645000000004,,,44141.64,43398.10083333333,43390.17314102565,43459.51538461539,43417.745443786975,-27.57230276132759
2017-11-19,43162.77,0.0,1.0082236431023919,43494.209500000004,44044.91300638845,42943.50599361156,43216.715,43391.645000000004,,,43741.55,43345.12666666667,43361.89608974359,43452.36384615384,43413.862248520716,-51.96615877712611
2017-11-20,43309.3,0.0033948238261818364,1.0116463847481156,43473.33500000001,44018.7598651171,42927.91013488291,43216.715,43391.645000000004,,,43741.55,43307.3275,43339.614871794874,43449.15115384615,43430.35402366864,-90.73915187376406
2017-11-21,43427.86,0.002737518269747996,1.0144157852088882,43458.3885,43991.31860283296,42925.45839716704,43158.854999999996,43391.645000000004,,,43741.55,43288.94166666667,43325.87096153846,43454.32769230769,43445.87559171597,-120.00463017751463
2017-11-22,43677.49,0.0057481533743546365,1.0202468027276352,43447.591,43952.547317531506,42942.634682468495,43283.67,43391.645000000004,,,43760.65,43300.10083333334,43348.71833333334,43469.10538461538,43488.660355029584,-139.94202169624623
2017-11-23,43678.53,2.381089206360265e-05,1.0202710957141332,43447.6275,43952.65120429097,42942.60379570904,43284.19,43391.645000000004,,,43742.85,43311.346666666665,43358.32070512821,43483.92307692308,43501.32455621302,-143.00385108480987
2017-11-24,43464.19,-0.00490721642875791,1.015264404631458,43436.947,43930.840961651076,42943.053038348924,43284.19,43391.645000000004,,,43639.94,43304.73083333333,43334.861025641025,43490.49692307692,43480.88721893491,-146.02619329388835
2017-11-25,43464.19,0.0,1.015264404631458,43426.266500000005,43907.81709315999,42944.71590684002,43420.649999999994,43391.645000000004,,,43589.11,43313.02916666667,43329.263012820506,43496.375,43486.44970414201,-157.18669132150535
2017-11-26,43464.19,0.0,1.015264404631458,43421.2865,43899.049539520594,42943.52346047941,43420.649999999994,43391.645000000004,,,43564.45,43328.651666666665,43336.28467948718,43486.27500000001,43491.42346153846,-155.13878205128276
2017-11-27,43518.28,0.0012444727487155305,1.0165278735157628,43407.277500000004,43855.164340197116,42959.39065980289,43420.649999999994,43391.645000000004,,,43564.45,43365.1825,43357.82525641025,43478.25538461538,43491.19884615386,-133.3735897436054
2017-11-28,43516.88,-3.217038908709391e-05,1.016495171418554,43394.977,43815.51320374576,42974.44079625424,43493.915,43344.155,,,43564.45,43417.435,43388.52057692308,43463.772307692314,43484.19763313609,-95.67705621301138
2017-11-29,43886.68,0.008497851868056738,1.0251331968098638,43406.8865,43867.50172002757,42946.27127997243,43657.270000000004,43388.265,,,43564.45,43477.760833333334,43489.62653846154,43471.806153846155,43528.8350295858,-39.208491124263674
2017-11-30,43880.64,-0.00013762717981857797,1.0249921106190485,43423.739499999996,43926.35247488578,42921.12652511421,43675.435,43388.265,,,43734.7,43537.583333333336,43539.742243589746,43479.60769230769,43534.70366863906,5.038574950689508
2017-12-01,43792.14,-0.002016834759019037,1.0229248709026317,43436.167499999996,43962.030945417915,42910.30405458208,43675.435,43388.265,,,43609.4,43590.03083333333,43576.745897435896,43484.00538461538,43527.68958579881,49.05631163708313
2017-12-02,43792.14,0.0,1.0229248709026317,43448.5955,43995.58339331725,42901.60760668276,43675.435,43388.265,,,43490.25,43630.2675,43621.124551282046,43492.788076923076,43531.41071005917,89.71384122287418
2017-12-03,43792.14,0.0,1.0229248709026317,43469.972,44035.467130611636,42904.47686938837,43675.435,43388.265,,,43576.89,43660.62416666667,43655.17096153846,43492.545,43538.84221893491,116.32874260355311
2017-12-04,43862.67,0.0016105629914409114,1.024572355842732,43499.269499999995,44082.315581139635,42916.223418860354,43675.435,43388.265,,,43576.89,43676.05583333333,43691.70814102564,43496.38269230769,43549.4873076923,142.22083333334012
2017-12-05,43888.22,0.0005824998797383518,1.0251691691167937,43539.685000000005,44112.71882019905,42966.65117980096,43702.55,43389.035,,,43576.89,43693.53,43708.69647435897,43505.60307692307,43556.66535502959,152.0311193293819
2017-12-06,43920.6,0.0007377833960910962,1.0259255219079526,43591.222499999996,44102.6736090817,43079.77139091829,43718.74,43405.225,,,43576.89,43731.56416666667,43728.46384615384,43520.10384615384,43569.44875739644,159.0150887573982
2017-12-07,43712.84,-0.004730354321206942,1.0210725306821589,43618.726,44092.43229725504,43145.01970274496,43816.72,43405.225,43511.5475,,43642.58,43752.285,43728.68352564103,43526.61384615385,43549.75556213017,178.92796351085417
2017-12-08,43712.84,0.0,1.0210725306821589,43646.2295,44071.78241868378,43220.67658131622,43816.72,43405.225,43529.777500000004,,43629.45,43773.00583333333,43746.216538461544,43533.123846153845,43555.26402366864,190.95251479290164
2017-12-09,43712.84,0.0,1.0210725306821589,43673.733,44036.603677520965,43310.862322479035,43816.72,43405.225,43523.825000000004,,43619.7,43789.21916666667,43763.749551282046,43546.51730769231,43560.7724852071,202.9770660749491
2017-12-10,43712.84,0.0,1.0210725306821589,43693.909999999996,44015.60085577176,43372.219144228235,43816.72,43405.225,43501.8525,,43854.92,43805.549166666664,43777.46852564103,43563.29115384615,43572.105414201185,205.36311143984494
2017-12-11,44029.74,0.00724958616278415,1.0284748839717912,43724.004,44053.115754349004,43394.892245651,43871.28999999999,43459.795,43452.65,,43854.92,43817.470833333326,43840.04006410256,43599.82307692307,43635.05251479289,204.9875493096697
2017-12-12,44262.51,0.00528665397524497,1.0339120748055803,43753.255,44157.04927092828,43349.46072907172,43987.675,43712.64,43359.0075,,43854.92,43849.293333333335,43885.93839743589,43652.617692307686,43701.7749112426,184.16348619329074
2017-12-13,44287.63,0.0005675231702855221,1.0344988438640705,43783.71,44248.3676440787,43319.052355921296,44000.235,43725.2,43330.4075,,44207.72,43890.58416666667,43916.72974358974,43695.88153846154,43750.31189349112,166.4178500986236
2017-12-14,44141.64,-0.0032964057909623534,1.031088715884413,43817.582500000004,44282.90845281507,43352.25654718494,44000.235,43725.2,43304.18,,44333.65,43919.70916666667,43929.20814102564,43733.53038461538,43764.45976331361,164.74837771203602
2017-12-15,43741.55,-0.009063777421953412,1.021743157261349,43831.45049999999,44269.25033263347,43393.65066736651,44000.235,43798.465,43304.18,,44402.57,43915.493333333325,43892.300064102565,43755.791153846156,43734.76417159763,157.53589250493678
2017-12-16,43741.55,0.0,1.021743157261349,43845.3185,44251.832620104935,43438.80437989507,44000.235,43857.744999999995,43304.18,,44410.75,43905.399999999994,43888.732820512814,43772.416153846156,43753.60020710059,135.13261341222096
2017-12-17,43741.55,0.0,1.021743157261349,43856.482,44237.66689556072,43475.29710443929,44000.235,43875.91,43275.25,,44466.72,43893.1775,43880.192307692305,43784.48115384615,43767.6675147929,112.52479289940675
2017-12-18,43760.65,0.00043665576551354945,1.022189307301841,43868.67049999999,44219.72552215029,43517.61547784969,44000.235,43875.91,43337.6575,,44466.72,43879.84833333333,43872.78865384615,43787.679615384615,43780.814822485205,91.97383136094868
2017-12-19,43742.85,-0.0004067581263076381,1.0217735234944714,43861.47900000001,44216.6771635678,43506.28083643221,44014.59,43875.91,43337.9175,,44466.72,43882.349166666674,43858.77166666666,43790.15346153846,43780.78275147929,77.98891518737219
2017-12-20,43639.94,-0.0023526130556192903,1.0193696857632122,43849.444,44217.45100996734,43481.436990032664,43963.785,43875.91,43337.9175,,44462.89,43876.27416666667,43845.055448717954,43796.913076923076,43767.04369822485,78.01175049310405
2017-12-21,43589.11,-0.0011647587049845587,1.0181823660481222,43839.292499999996,44224.06729494102,43454.51770505897,43938.369999999995,43875.91,43406.1475,,44462.89,43865.96333333334,43832.09506410257,43801.7176923077,43764.94337278106,67.15169132150913
2017-12-22,43564.45,-0.0005657376349277321,1.017606341964429,43827.908,44230.83611978034,43424.97988021967,43853.045,43902.255,43406.1475,,44480.62,43853.5975,43819.576666666675,43805.57384615384,43765.21497041421,54.36169625246839
2017-12-23,43564.45,0.0,1.017606341964429,43816.523499999996,44235.572770426385,43397.47422957361,43662.55,43902.255,43406.1475,,44836.54,43814.823333333334,43809.11326923077,43807.34961538462,43768.47786982248,40.63539940828923
2017-12-24,43564.45,0.0,1.017606341964429,43801.6125,44234.186161080805,43369.0388389192,43662.55,43926.03999999999,43419.035,,44899.7,43756.651666666665,43776.30435897436,43809.17923076923,43769.98044378699,6.323915187371313
2017-12-25,43564.45,0.0,1.017606341964429,43785.424,44228.047983894256,43342.80001610574,43662.55,43926.03999999999,43522.7675,,44899.7,43696.386666666665,43727.08217948718,43796.785769230766,43771.528579881655,-44.44640039447404
2017-12-26,43734.7,0.003908002970311797,1.0215831505714341,43776.129,44214.754489978,43337.503510022005,43662.55,43926.03999999999,43531.85,,44899.7,43662.475,43702.28102564102,43791.17269230769,43787.234112426035,-84.95308678501169
2017-12-27,43609.4,-0.0028650019321041498,1.0186563128712418,43770.957,44214.910665869735,43327.00333413027,43653.649999999994,43926.03999999999,43531.85,,45172.93,43651.4625,43654.30961538461,43784.144230769234,43763.20766272189,-108.89804733727942
2017-12-28,43490.25,-0.002732209110879791,1.0158731308123599,43759.8275,44220.09140769424,43299.563592305756,43612.475,43888.94,43531.85,,45273.49,43630.520833333336,43626.66057692308,43772.53307692308,43738.92973372781,-112.2691568047303
2017-12-29,43576.89,0.0019921706589407506,1.0178969234567705,43753.03,44219.90912498606,43286.15087501394,43612.475,43888.94,43531.85,,45475.8,43616.799166666664,43622.269935897435,43764.25423076923,43742.434142011836,-120.16420611440117
2017-12-30,43576.89,0.0,1.0178969234567705,43746.2325,44219.239556232926,43273.22544376707,43612.475,43888.94,43531.85,,45422.16,43601.48583333333,43610.659294871795,43753.2626923077,43735.42896449704,-124.76966962524602
2017-12-31,43576.89,0.0,1.0178969234567705,43723.590000000004,44183.16521136683,43264.014788633176,43612.475,43888.94,43545.7925,,45218.3,43587.65583333333,43597.70185897436,43741.28846153846,43726.12843195267,-128.42657297830738
2018-01-01,43576.89,0.0,1.0178969234567705,43689.308999999994,44079.29055226198,43299.32744773801,43612.475,43888.94,43561.9825,,45218.3,43582.401666666665,43585.999551282046,43728.068846153845,43715.99639053254,-129.99683925049612
2018-01-02,43642.58,0.0015074503940046835,1.0194313525750915,43657.0565,43932.62728382046,43381.48571617954,43612.475,43888.94,43610.9725,43365.655,45218.3,43586.857500000006,43591.65987179487,43725.36653846153,43714.91671597633,-123.25684418145829
2018-01-03,43629.45,-0.0003008529743201427,1.019124653620554,43631.447,43792.576996295174,43470.317003704826,43612.475,43888.94,43610.9725,43402.115,45420.26,43592.27416666666,43593.410192307696,43722.15923076923,43710.61014792899,-117.19995562129043
2018-01-04,43619.7,-0.00022347290648860874,1.0188969068721352,43625.3545,43778.29108888779,43472.417911112214,43566.415,43888.94,43610.9725,43405.225,45570.49,43596.878333333334,43596.493525641024,43718.57692307692,43706.39627218935,-109.9027465483232
2018-01-05,43854.92,0.0053925176009921305,1.0243913263760396,43631.023,43807.616531990214,43454.42946800979,43672.585,43888.94,43610.9725,43405.225,45221.22,43621.08416666666,43636.57705128205,43724.04153846154,43739.55278106509,-102.97572978303651
2018-01-06,43854.92,0.0,1.0243913263760396,43636.6915,43833.468230447535,43439.914769552466,43715.905,43888.94,43665.542499999996,43459.795,45223.98,43645.29,43657.058910256404,43717.31769230769,43744.176686390536,-87.11777613413142
2018-01-07,43854.92,0.0,1.0243913263760396,43641.405,43853.89844016557,43428.91155983443,43715.905,43888.94,43850.1575,43576.18,45052.07,43655.308333333334,43677.54076923077,43701.64115384616,43738.487278106506,-60.94650887573516
2018-01-08,44207.72,0.008044707412532048,1.0326322548726705,43664.648499999996,43989.81421371455,43339.48278628544,43892.305,43848.985,43862.7175,43588.74,45052.07,43705.168333333335,43740.294743589744,43698.56769230769,43779.49943786983,-39.204694280088006
2018-01-09,44333.65,0.0028485974847831663,1.0355738085166069,43699.333999999995,44136.640315366705,43262.027684633285,43955.270000000004,43911.95,43862.7175,43588.74,45052.07,43775.45166666666,43801.85782051282,43705.95269230769,43796.272662721894,5.585157790927042
2018-01-10,44402.57,0.0015545753620556102,1.0371836860449168,43740.007,44271.120634749255,43208.89336525074,44011.134999999995,43946.41,43899.35,43588.74,44598.04,43844.25833333333,43871.9314102564,43731.37653846154,43813.12458579882,58.8068244575843
2018-01-11,44410.75,0.00018422357084291185,1.03737475972718,43782.322,44381.96671690417,43182.67728309583,44015.225,43950.5,43928.99,43588.74,43918.24,43913.746666666666,43931.4108974359,43757.115,43835.89553254438,95.51536489151476
2018-01-12,44466.72,0.00126028045011628,1.0386821428563082,43827.4355,44488.080530762825,43166.790469237174,44043.21,43978.485,43938.0725,43588.74,43471.2,43987.89916666667,43998.819487179484,43785.00615384615,43866.284999999996,132.53448717948777
2018-01-13,44466.72,0.0,1.0386821428563082,43872.549,44577.43896351102,43167.65903648898,44160.82,43978.485,43938.0725,43588.74,43116.24,44062.051666666666,44061.56391025642,43812.16269230769,43889.88520710059,171.67870315582695
2018-01-14,44466.72,0.0,1.0386821428563082,43917.6625,44653.07245266038,43182.252547339616,44160.82,43978.485,43945.25,43588.74,42885.14,44130.73,44124.308333333334,43840.00384615384,43912.863816568046,211.44451676528843
2018-01-15,44462.89,-8.61318307264769e-05,1.0385926792618012,43954.072,44721.407826365146,43186.736173634854,44160.82,43978.485,43919.8475,43588.74,42885.14,44200.18333333333,44181.83153846154,43871.65576923077,43935.832485207095,245.99905325444706
2018-01-16,44462.89,0.0,1.0385926792618012,43996.746499999994,44777.62178170695,43215.87121829304,44337.22,43978.485,43907.14,43588.74,42885.14,44270.449166666665,44240.59974358974,43905.26269230769,43962.6148816568,277.984861932935
2018-01-17,44480.62,0.0003987595048364767,1.0390068279643105,44046.265,44817.83510003698,43274.69489996302,44407.135,43985.435,43877.649999999994,43588.74,42620.09,44322.59083333333,44302.78314102564,43940.5,43993.77920118343,309.00393984220864
2018-01-18,44836.54,0.00800168702684445,1.0473206354204354,44109.2475,44922.272040779244,43296.22295922075,44619.555,44163.395000000004,43782.4025,43588.74,42740.13,44404.392499999994,44401.659935897434,43989.42653846154,44078.35230769231,323.3076282051261
2018-01-19,44899.7,0.001408672480079698,1.0487959671773717,44175.388,45019.39553553149,43331.38046446851,44655.225,44194.975,43794.295,43588.74,42576.56,44491.4575,44480.59365384615,44040.78230769231,44129.46860946746,351.12504437868483
2018-01-20,44899.7,0.0,1.0487959671773717,44241.5285,45094.93865366227,43388.11834633773,44681.295,44194.975,43794.295,43588.74,42830.99,44549.1225,44554.26403846154,44092.13807692308,44172.92349112426,381.3405473372768
2018-01-21,44899.7,0.0,1.0487959671773717,44307.669,45149.6247084129,43465.713291587104,44681.295,44194.975,43794.295,43588.74,43087.52,44596.293333333335,44603.057499999995,44136.94576923076,44216.378372781066,386.67912721892935
2018-01-22,45172.93,0.0060853413274477575,1.0551782486204966,44384.186499999996,45248.56527811824,43519.80772188175,44817.91,44331.59,43789.844999999994,43588.74,43087.52,44660.49,44685.00666666667,44197.081538461534,44296.327958579874,388.67870808679436
2018-01-23,45273.49,0.0022261119657280837,1.0575271935457267,44466.3885,45340.77811287813,43591.998887121874,44868.19,44425.19,43750.707500000004,43588.74,43087.52,44732.385,44754.79769230769,44265.66769230769,44362.68284023668,392.11485207101214
2018-01-24,45475.8,0.004468619494543136,1.0622528801788147,44559.19350000001,45448.46077904394,43669.92622095608,44969.345,44526.345,43750.707500000004,43588.74,43190.56,44816.475,44846.75653846154,44338.70269230769,44451.841893491124,394.91464497041306
2018-01-25,45422.16,-0.0011795284524955818,1.0609999226828983,44637.5555,45541.02189955713,43734.08910044288,44978.21000000001,44526.345,43750.707500000004,43588.74,43310.04,44896.095,44909.65730769231,44409.67461538462,44505.38843195266,404.2688757396463
2018-01-26,45218.3,-0.00448811769409474,1.056238030156472,44705.7245,45567.0063949758,43844.4426050242,45156.17,44526.345,43750.707500000004,43588.74,43246.99,44958.72666666666,44945.665,44472.80576923077,44534.07852071006,411.5864792899374
2018-01-27,45218.3,0.0,1.056238030156472,44773.893500000006,45567.47927932131,43980.3077206787,45187.75,44547.75,43750.707500000004,43588.74,43277.19,45021.6775,44998.66102564102,44535.936923076915,44587.49718934912,411.16383629190386
2018-01-28,45218.3,0.0,1.056238030156472,44824.4225,45595.50834611167,44053.336653888335,45187.75,44547.75,43750.707500000004,43588.74,43280.41,45084.628333333334,45051.92711538461,44596.54153846154,44640.91585798816,411.0112573964507
2018-01-29,45420.26,0.0044663333208014855,1.0609555412652576,44878.753000000004,45657.03303169466,44100.47296830535,45187.75,44547.75,43750.707500000004,43588.74,43280.41,45162.93166666667,45136.263974358975,44665.41884615384,44723.2674556213,412.9965187376729
2018-01-30,45570.49,0.003307554822451486,1.0644647098821762,44937.149,45738.916594418544,44135.38140558145,45371.71,44712.705,43727.677500000005,43588.74,43280.41,45224.09416666667,45225.632948717954,44740.44923076923,44804.66056213017,420.97238658778224
2018-01-31,45221.22,-0.007664389827715223,1.0563062373877934,44977.6725,45749.994209948534,44205.35079005147,45394.395000000004,44712.705,43780.7625,43588.74,43414.3,45250.887500000004,45223.65198717949,44792.99923076923,44814.41396449704,409.23802268244617
2018-02-01,45223.98,6.103329366169419e-05,1.0563707072365767,45015.535500000005,45757.26579028286,44273.80520971715,45394.395000000004,44712.705,43802.4225,43588.74,43434.11,45277.910833333335,45246.74788461539,44845.655384615384,44859.30396449704,387.4439201183486
2018-02-02,45052.07,-0.0038013018756863914,1.0523551232857382,45044.803,45741.99069890904,44347.61530109096,45311.28,44889.104999999996,43802.4225,43725.2,43208.45,45290.60833333334,45243.166089743594,44891.69961538461,44877.41147928994,365.7546104536523
2018-02-03,45052.07,0.0,1.0523551232857382,45074.070499999994,45718.314118593255,44429.826881406734,45311.28,44952.07,43870.645000000004,43725.2,43136.77,45280.53666666666,45253.910128205134,44924.17461538462,44916.371982248515,337.5381459566197
2018-02-04,45052.07,0.0,1.0523551232857382,45103.529500000004,45683.28133601627,44523.77766398374,45311.28,44986.53,43933.61,43748.21,42988.23,45262.085,45245.387948717944,44951.806153846155,44943.85082840237,301.5371203155737
2018-02-05,44598.04,-0.010077894312070401,1.0417495995744988,45110.287000000004,45662.20050921945,44558.373490780556,45084.265,44990.619999999995,43978.7725,43855.935,42988.23,45188.93833333333,45159.92423076923,44959.32423076923,44897.38059171598,262.5436390532559
2018-02-06,43918.24,-0.015242822330308714,1.0258703955155144,45082.168000000005,45795.297297867895,44369.038702132115,44744.365,44744.365,43982.8625,43919.305,42988.23,45063.611666666664,44993.44628205128,44940.38153846154,44799.1574260355,194.28885601578077
2018-02-07,43471.2,-0.01017891427343176,1.0154281487039105,45013.901,46015.01777972265,44012.784220277346,44520.845,44520.845,44010.8475,43965.455,42876.71,44918.02,44818.625256410254,44902.092307692306,44714.35360946746,104.27164694279782
2018-02-08,43116.24,-0.008165406061944491,1.0071367655430146,44924.728,46226.86101237483,43622.594987625176,44170.11,44343.365,44069.6525,43965.455,43030.33,44742.848333333335,44640.82307692307,44850.15076923078,44627.34579881657,13.477278106503945
2018-02-09,42885.14,-0.005359929344488257,1.0017385836394677,44824.0,46403.71098376588,43244.28901623412,44054.56,44227.815,44069.6525,43965.455,43057.76,44548.418333333335,44457.047051282054,44789.32076923077,44547.84142011835,-90.79436883629387
2018-02-10,42885.14,0.0,1.0017385836394677,44723.272000000004,46515.85828112817,42930.68571887184,43968.604999999996,44227.815,44069.6525,43965.455,43219.63,44337.15833333333,44292.52935897436,44728.638076923075,44496.36988165681,-203.84052268244704
2018-02-11,42885.14,0.0,1.0017385836394677,44608.8825,46558.93765089936,42658.82734910064,43968.604999999996,44227.815,44157.8525,43965.455,43474.86,44113.37916666667,44113.7708974359,44667.95538461539,44445.02298816568,-331.2520907297803
2018-02-12,42620.09,-0.00618046250985782,0.9955473758786059,44476.2125,46583.806017993986,42368.61898200602,43836.08,44095.28999999999,44196.285,43985.435,43474.86,43896.618333333325,43883.64237179488,44596.39653846153,44352.89917159764,-469.2567998027589
2018-02-13,42740.13,0.0028165121190499853,0.9983513471278563,44339.429,46524.30086521166,42154.55713478833,43609.065,44095.28999999999,44391.475000000006,44163.395000000004,43474.86,43689.630833333336,43718.69705128204,44515.765384615384,44310.817071005906,-592.120019723865
2018-02-14,42576.56,-0.003827082416455019,0.9945305742418191,44197.149,46451.726979294435,41942.57102070556,43247.399999999994,44073.524999999994,44425.1,44194.975,43764.32,43483.33833333333,43518.38916666667,44426.413846153846,44217.426094674556,-699.0369280078885
2018-02-15,42830.99,0.005975823316867412,1.000473713236711,44077.7835,46356.387679462954,41799.17932053704,43023.88,44073.524999999994,44438.134999999995,44194.975,43992.89,43298.24833333333,43382.977051282054,44346.84807692308,44180.96402366864,-797.986972386585
2018-02-16,43087.52,0.005989354904007538,1.0064659053774159,43971.24449999999,46225.44181762823,41717.04718237176,42846.399999999994,44073.524999999994,44438.134999999995,44194.975,43868.36,43134.53583333333,43265.828589743585,44277.148846153854,44153.10529585799,-887.2767061144041
2018-02-17,43087.52,0.0,1.0064659053774159,43864.7055,46073.5458176335,41655.86518236649,42832.03999999999,44073.524999999994,44574.75,44331.59,43703.23,43008.659166666665,43127.30262820512,44196.94076923078,44094.12902366865,-966.8263954635258
2018-02-18,43087.52,0.0,1.0064659053774159,43748.0685,45859.191677523464,41636.94532247654,42832.03999999999,44073.524999999994,44646.69,44381.869999999995,43742.51,42939.4325,43020.7916025641,44112.865,44026.26065088758,-1005.4690483234808
2018-02-19,43190.56,0.0023914117127186163,1.0088727797319874,43629.072,45576.09748929,41682.04651071,42883.56,44073.524999999994,44747.845,44483.025,43742.51,42916.04583333333,42978.067500000005,44024.971153846156,43970.97192307692,-992.9044230769141
2018-02-20,43310.04,0.002766345238403911,1.0116636701423543,43533.513,45339.62047404081,41727.40552595919,42943.3,44073.524999999994,44752.277500000004,44483.025,43742.51,42932.19583333333,42976.66032051282,43943.73576923076,43914.98174556213,-938.3214250493111
2018-02-21,43246.99,-0.0014557825391064982,1.0101909078359126,43434.663499999995,45066.01806607419,41803.3089339258,42943.3,44073.524999999994,44841.2575,44483.025,43878.62,42962.35,42980.6257051282,43867.916153846156,43836.54411242603,-855.9184072978314
2018-02-22,43277.19,0.0006983144954135767,1.0108963387899894,43345.9195,44796.973018143195,41894.86598185681,42943.3,44073.524999999994,44867.75,44483.025,43685.16,42995.02083333333,43010.78692307692,43793.25807692308,43777.03520710059,-766.2482840236698
2018-02-23,43280.41,7.440409139314319e-05,1.0109715536135697,43257.3365,44476.4055091849,42038.267490815095,43070.515,44073.524999999994,44867.75,44483.025,43667.44,43027.96,43038.92685897436,43718.72384615385,43714.35837278107,-675.4315138067104
2018-02-24,43280.41,0.0,1.0109715536135697,43168.7535,44064.98972736766,42272.517272632336,43198.78,44073.524999999994,44867.75,44483.025,43556.58,43082.986666666664,43066.79846153846,43636.42192307692,43651.29094674557,-584.4924852071053
2018-02-25,43280.41,0.0,1.0109715536135697,43102.871999999996,43715.378153448015,42490.36584655198,43198.78,43900.270000000004,45042.207500000004,44530.369999999995,43184.7,43128.01,43113.359487179485,43548.34192307692,43581.65085798816,-468.29137080867804
