Día,C,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging,sma_12,ema_12,sma_26,ema_26,MACD
2020-08-09,50678.62,0.0,1.2398041799761284,50082.8785,50762.915559844754,49402.84144015524,50158.185,50158.185,50335.69,49402.405,51360.65,50146.51666666667,50189.66012820513,50099.57769230769,50176.46707100592,13.193057199205214
2020-08-10,50730.97,0.0010329799824857488,1.2410848728762458,50122.406,50855.1768509352,49389.63514906481,50184.36,50184.36,50335.69,49503.235,51360.65,50192.26500000001,50236.432564102564,50115.096923076926,50196.7149704142,39.717593688365014
2020-08-11,51110.77,0.007486551114634699,1.2503763182146337,50177.3355,51025.749866032806,49328.9211339672,50447.115,50374.259999999995,50321.46,49584.479999999996,51360.65,50288.52416666667,50333.573461538464,50145.22384615385,50268.2773964497,65.29606508876168
2020-08-12,51181.94,0.0013924658149349067,1.2521174244935518,50241.7795,51185.56402799616,49297.994972003835,50557.415,50409.845,50348.125,49584.479999999996,51110.1,50417.206666666665,50425.97275641026,50185.69923076923,50304.71863905326,121.2541173569989
2020-08-13,51223.27,0.0008075113995287264,1.2531285235873788,50304.441000000006,51331.4245383824,49277.45746161761,50755.565,50430.509999999995,50282.7325,49584.479999999996,51058.32,50549.333333333336,50541.216410256406,50227.76423076923,50345.32550295858,195.89090729782765
2020-08-14,51368.64,0.002837967978225553,1.256684862209921,50374.371,51488.50479424058,49260.23720575942,51017.935,50503.195,50282.7325,49584.479999999996,50910.72,50693.574166666665,50675.38051282051,50275.42038461538,50403.28357988165,272.09693293886085
2020-08-15,51368.64,0.0,1.256684862209921,50444.301,51622.58072766735,49266.02127233265,51023.630000000005,50503.195,50222.28,49584.479999999996,50700.92,50825.67249999999,50797.43044871795,50332.376923076925,50443.60801775148,353.8224309664656
2020-08-16,51368.64,0.0,1.256684862209921,50512.0295,51738.86275959203,49285.19624040796,51023.630000000005,50503.195,50222.28,49584.479999999996,50484.35,50945.318333333336,50909.20596153846,50387.308461538465,50491.80201183432,417.40394970413763
2020-08-17,51440.12,0.0013915104624144803,1.2584335523436438,50577.559499999996,51855.18555363545,49299.93344636454,51059.37,50538.935,50204.8825,49584.479999999996,50484.35,51041.34,51021.44166666667,50442.229230769226,50549.27946745563,472.16219921104494
2020-08-18,51655.3,0.00418311621357037,1.2636977261401534,50651.225,51997.922694907684,49304.52730509231,51193.135,50646.525,50204.8825,49584.479999999996,50484.35,51123.67916666667,51135.79538461538,50510.00769230769,50628.85550295858,506.9398816568064
2020-08-19,51505.65,-0.002897088972477202,1.2600366813932082,50728.7245,52084.85590359318,49372.59309640681,51383.035,50646.525,50204.8825,49584.479999999996,50474.77,51192.59833333333,51182.443910256414,50569.06961538461,50663.18343195266,519.2604783037532
2020-08-20,51195.13,-0.006028853145237489,1.2524401052834762,50806.5935,52078.562289852656,49534.62471014735,51418.62,50646.525,50155.41,49584.479999999996,50698.33,51235.64083333333,51192.98782051282,50616.18846153847,50665.38659763313,527.6012228796899
2020-08-21,51141.12,-0.0010549831595308978,1.2511188020640809,50881.762,52039.97282131751,49723.55117868249,51398.21000000001,50646.525,50159.11,49584.479999999996,50632.73,51274.182499999995,51221.09916666667,50661.229999999996,50696.947159763324,524.1520069033431
2020-08-22,51141.12,0.0,1.2511188020640809,50956.9305,51966.53573776045,49947.32526223955,51398.21000000001,50646.525,50159.11,49584.479999999996,50649.33,51308.361666666664,51253.71134615384,50704.57807692308,50735.05923076923,518.6521153846115
2020-08-23,51141.12,0.0,1.2511188020640809,51024.813500000004,51878.69077253707,50170.93622746294,51398.21000000001,50646.525,50159.095,49584.479999999996,50649.33,51310.89083333333,51282.63217948718,50743.48576923076,50771.73837278107,510.8938067061099
2020-08-24,51413.05,0.005317247647294465,1.257771310570842,51098.821500000005,51803.3521654973,50394.29083450271,51398.21000000001,50646.525,50173.534999999996,49584.479999999996,50649.33,51330.15,51326.60762820513,50790.83423076923,50846.49565088757,480.11197731755965
2020-08-25,51556.54,0.0027909256501996715,1.2612816567835994,51162.2555,51786.3388937625,50538.1721062375,51398.21000000001,50646.525,50173.534999999996,49587.935,50649.33,51357.92250000001,51364.97923076923,50852.40653846154,50908.63511834319,456.34411242604256
2020-08-26,51603.83,0.0009172454163914878,1.2624385616020628,51209.0855,51817.76423554869,50600.40676445131,51398.21000000001,50646.525,50047.2025,49587.935,50482.52,51377.52166666667,51395.75442307693,50928.02500000001,50968.010147928995,427.74427514793206
2020-08-27,51788.8,0.00358442386931368,1.2669636765158112,51264.5945,51872.11786704466,50657.07113295534,51464.96000000001,50713.275,50047.2025,49587.935,50314.4,51412.535,51440.79525641026,51010.7576923077,51060.45192307693,380.3433333333305
