Día,E,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging,sma_12,ema_12,sma_26,ema_26,MACD
2017-10-17,39443.03,,,,,,,,,,39903.88,,,,,
2017-10-18,39415.33,-0.0007022787042475498,0.9992977212957525,,,,,,,,39922.14,,,,,
2017-10-19,39397.11,-0.00046225669048061135,0.9988357892383014,,,,,,,,39930.37,,,,,
2017-10-20,39432.37,0.0008949895055754276,0.9997297367874628,,,,,,,,39930.97,,,,,
2017-10-21,39432.37,0.0,0.9997297367874628,,,,,,,,39915.2,,,,,
2017-10-22,39432.37,0.0,0.9997297367874628,,,,,,,,39850.59,,,,,
2017-10-23,39552.35,0.0030426778811416533,1.0027715923447056,,,,,,,,39850.59,,,,,
2017-10-24,39691.48,0.0035176165259460657,1.0062989582696866,,,,,,,,39850.59,,,,,
2017-10-25,39749.34,0.0014577435762030966,1.0077658841118442,,,,39573.225,,,,39849.68,,,,,
2017-10-26,39646.53,-0.002586458039303241,1.0051593399391476,,,,39573.225,,,,39864.34,,,,,
2017-10-27,39646.53,0.0,1.0051593399391476,,,,39573.225,,,,39765.55,,,,,
2017-10-28,39646.53,0.0,1.0051593399391476,,,,39590.854999999996,,,,39703.06,39540.445,,,,
2017-10-29,39646.53,0.0,1.0051593399391476,,,,39590.854999999996,,,,39624.8,39557.403333333335,39556.76576923077,,,
2017-10-30,39706.73,0.001518417879194045,1.00668559185235,,,,39590.854999999996,,,,39624.8,39581.68666666667,39580.37666666667,,,
2017-10-31,39764.88,0.0014644872544276044,1.0081598700708339,,,,39658.615,,,,39624.8,39612.33416666667,39609.87025641026,,,
2017-11-01,39764.88,0.0,1.0081598700708339,,,,39705.705,,,,39649.94,39640.04333333333,39635.80275641026,,,
2017-11-02,39788.16,0.0005854412235120066,1.0087500884186638,,,,39717.345,,,,39682.78,39669.6925,39662.83051282051,,,
2017-11-03,39805.0,0.00042324148691452734,1.0091770333060113,,,,39725.765,,,,39653.86,39700.745,39690.50903846154,,,
2017-11-04,39805.0,0.0,1.0091770333060113,,,,39725.765,,,,39660.5,39721.79916666667,39716.78423076923,,,
2017-11-05,39805.0,0.0,1.0091770333060113,39628.576,39925.728676434686,39331.423323565316,39725.765,,,,39665.47,39731.25916666666,39734.5992948718,,,
2017-11-06,39800.64,-0.00010953397814350563,1.0090664941309022,39646.4565,39939.768702694804,39353.144297305196,39725.765,,,,39665.47,39735.53416666667,39741.933141025635,,,
2017-11-07,39818.73,0.0004545153042765371,1.0095251302955173,39666.6265,39948.73760725076,39384.515392749236,39762.73,,,,39665.47,39749.88416666666,39748.33352564103,,,
2017-11-08,39826.81,0.00020291958081020134,1.0097299827117743,39688.1115,39949.30319614787,39426.91980385213,39795.845,,,,39699.93,39764.9075,39761.71891025641,,,
2017-11-09,39885.13,0.001464340227098182,1.0112085709439662,39710.7495,39957.271400058744,39464.22759994125,39825.005,,,,39695.39,39784.79083333333,39783.40326923077,,,
2017-11-10,39903.88,0.000470100009702934,1.0116839401029787,39734.325,39958.82073110912,39509.82926889088,39846.020000000004,,,,39665.86,39806.23666666667,39803.11224358974,,,
2017-11-11,39903.88,0.0,1.0116839401029787,39757.9005,39946.39057670184,39569.41042329817,39852.259999999995,39650.494999999995,,,39643.18,39822.66583333333,39821.258717948724,39681.176538461536,,
2017-11-12,39903.88,0.0,1.0116839401029787,39775.477,39948.81251020114,39602.14148979886,39852.259999999995,39650.494999999995,,,39643.18,39834.24916666667,39835.16032051282,39698.901538461534,39715.438609467456,119.72171104536392
2017-11-13,39922.14,0.0004575996118674208,1.0121468862813023,39787.009999999995,39967.0930087623,39606.92699123769,39861.39,39659.625,,,39643.18,39847.354166666664,39847.770833333336,39718.394230769234,39733.24591715976,114.52491617357737
2017-11-14,39930.37,0.00020615127345391393,1.0123555416508316,39796.061499999996,39985.71140707204,39606.41159292795,39865.505000000005,39681.37,,,39643.18,39859.204999999994,39860.12583333333,39738.90423076923,39751.00588757397,109.11994575936114
2017-11-15,39930.97,1.502615678239394e-05,1.01237075346392,39810.2835,39995.508198621545,39625.05880137845,39874.850000000006,39681.67,,,39638.18,39869.7025,39870.245769230765,39758.08115384616,39768.45281065089,101.79295857987745
2017-11-16,39915.2,-0.0003949315531278641,1.0119709363099132,39823.717,39998.02217234869,39649.4118276513,39878.89,39681.67,,,39603.03,39878.885833333334,39876.702115384614,39776.65153846154,39782.25328402367,94.44883136094722
2017-11-17,39850.59,-0.0016186816050026698,1.010332877570511,39833.92,39988.06135355634,39679.77864644366,39890.78,39741.66,,,39599.21,39882.685,39874.532628205125,39792.736923076925,39788.026686390534,86.50594181459019
2017-11-18,39850.59,0.0,1.010332877570511,39844.123,39971.77445474514,39716.47154525486,39890.78,39788.75,,,39580.23,39886.847499999996,39877.747307692305,39804.20769230769,39801.6373964497,76.10991124260181
2017-11-19,39850.59,0.0,1.010332877570511,39851.316000000006,39962.11956324499,39740.51243675502,39890.78,39788.75,,,39564.81,39889.502499999995,39881.26942307692,39810.32730769231,39811.34343195266,69.92599112426251
2017-11-20,39849.68,-2.2835295537593225e-05,1.0103098063206604,39855.556,39958.971080049625,39752.14091995037,39890.325,39788.75,,,39564.81,39891.40833333333,39883.375961538455,39814.18653846154,39816.381568047334,66.99439349112072
2017-11-21,39864.34,0.0003678825024440169,1.0106814816204532,39860.528999999995,39955.12204435514,39765.93595564485,39890.325,39788.75,,,39564.81,39889.675833333335,39887.24397435897,39822.56384615384,39821.9024556213,65.34151873767405
2017-11-22,39765.55,-0.0024781546615344485,1.008176856595449,39859.398499999996,39957.92620172136,39760.87079827863,39848.26,39788.75,,,39604.0,39878.14833333333,39870.579551282055,39827.14153846154,39813.792485207094,56.78706607496133
2017-11-23,39703.06,-0.0015714607241696932,1.0065925462622924,39854.301499999994,39972.395505501845,39736.20749449814,39817.015,39788.75,,,39809.52,39861.41333333334,39851.21166666666,39829.315769230765,39808.05207100592,43.159595660741616
2017-11-24,39624.8,-0.0019711327036252557,1.0046084187751294,39845.2915,39999.486113517036,39691.09688648296,39770.0,39777.885,,,39798.32,39838.15666666667,39825.01128205129,39828.479999999996,39797.85180473373,27.15947731756023
2017-11-25,39624.8,0.0,1.0046084187751294,39836.2815,40017.800681003435,39654.76231899656,39744.57,39777.885,,,39879.68,39813.378333333334,39805.332564102566,39825.32884615385,39797.14461538461,8.187948717953986
2017-11-26,39624.8,0.0,1.0046084187751294,39827.489499999996,40031.014914660445,39623.96408533955,39744.57,39777.885,,,39997.64,39787.91416666667,39784.36628205128,39819.94115384615,39794.47825443787,-10.111972386584966
2017-11-27,39649.94,0.0006344511518039386,1.0052457937435333,39819.05,40036.97853569647,39601.121464303535,39744.57,39777.885,,,39997.64,39764.495,39766.68737179488,39815.52038461539,39793.78713017751,-27.09975838263199
2017-11-28,39682.78,0.0008282484160127002,1.0060783869799048,39811.84850000001,40037.73677757216,39585.96022242786,39744.57,39777.885,,,39997.64,39745.12666666666,39751.92346153846,39811.467307692306,39795.09878698225,-43.17532544378628
2017-11-29,39653.86,-0.0007287795865107416,1.0053451775890443,39800.285,40033.621088733344,39566.94891126666,39744.57,39777.885,,,39997.64,39728.7325,39731.08564102564,39805.65423076923,39787.2200295858,-56.134388560160005
2017-11-30,39660.5,0.000167449020095356,1.005513521653889,39788.116,40023.97141475713,39552.260585242875,39695.175,39777.885,,,40020.15,39712.89166666666,39718.23519230769,39800.09653846154,39783.32281065088,-65.08761834319012
2017-12-01,39665.47,0.00012531359917300477,1.0056395261723046,39776.1955,40011.5354686718,39540.855531328205,39663.93,39777.885,,,40055.32,39697.465000000004,39705.596025641025,39794.729999999996,39779.38476331361,-73.78873767258483
2017-12-02,39665.47,0.0,1.0056395261723046,39764.275,39996.63849467014,39531.91150532987,39653.79,39777.885,,,40070.07,39682.114166666666,39692.542692307696,39789.531153846154,39774.843846153846,-82.30115384615056
2017-12-03,39665.47,0.0,1.0056395261723046,39751.4415,39975.63295964376,39527.250040356244,39653.79,39777.885,,,40081.08,39665.541666666664,39679.55352564102,39783.636538461535,39770.44482248521,-90.89129684418731
2017-12-04,39699.93,0.0008687657047805608,1.0065131913040148,39739.9195,39949.1760156462,39530.66298435381,39662.365000000005,39777.885,,,40081.08,39660.073333333334,39670.83217948718,39778.75653846154,39770.758609467455,-99.9264299802744
2017-12-05,39695.39,-0.00011435788425828708,1.0063980885849793,39728.1405,39918.53003752835,39537.750962471655,39674.935,39777.885,,,40081.08,39659.434166666666,39665.50666666667,39771.45884615385,39765.93091715976,-100.42425049309531
2017-12-06,39665.86,-0.0007439150994611454,1.005649413850812,39715.6735,39886.93081129979,39544.416188700205,39676.895000000004,39777.885,,,40081.08,39662.855833333335,39660.422756410255,39762.30423076923,39755.21286982249,-94.79011341223668
