Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-03-13,11.271400542983908,11.308477660356942,10.937707901000977,10.937707901000977,1700,0.0,0,,,,,,,,,,10.71524715423584
2017-03-14,11.197249167178867,11.197249167178867,10.945125569216753,10.99703311920166,1200,0.0,0,0.005423916851468924,1.005423916851469,,,,,,,,10.863554954528809
2017-03-15,11.530942307015732,11.642172977506496,11.004449099463894,11.16017246246338,2400,0.0,0,0.014834850590462079,1.0203392304380376,,,,,,,,10.38155460357666
2017-03-16,11.23432342561087,11.23432342561087,10.937707901000977,10.937707901000977,800,0.0,0,-0.019933792440094522,1.0,,,,,,,,10.566940307617188
2017-03-17,10.974785018374012,10.974785018374012,10.937707901000977,10.937707901000977,1700,0.0,0,0.0,1.0,,,,,,,,10.344477653503418
2017-03-20,10.937709346894296,11.493864059448242,10.937709346894296,11.493864059448242,800,0.0,0,0.050847596542267226,1.0508475965422672,,,,,,,,10.418631553649902
2017-03-21,11.345555828582976,11.419709363010137,11.048939569312568,11.13050937652588,2600,0.0,0,-0.03161292677928229,1.0176272284165917,,,,,,,,10.233246803283691
2017-03-22,10.90804811948353,11.5309415294795,10.900632553367553,11.419710159301758,2500,0.0,0,0.025982708696674628,1.0440679402543445,,,,,,,,10.45570945739746
2017-03-23,11.123095512390137,11.123095512390137,11.123095512390137,11.123095512390137,200,0.0,0,-0.02597392077153704,1.0169494022940762,,,,11.271402765437024,,,,10.45570945739746
2017-03-24,11.123093577680155,11.123093577680155,10.878385575546172,10.974785804748535,700,0.0,0,-0.013333492234818833,1.0033899153353845,,,,11.260279276526333,,,,10.30739974975586
2017-03-27,11.04894125943259,11.123095512390137,11.04894125943259,11.123095512390137,500,0.0,0,0.013513676738677871,1.0169494022940762,,,,11.260279276526333,,,,10.529862403869627
2017-03-28,10.974786146973823,10.974786146973823,10.90063190460205,10.90063190460205,700,0.0,0,-0.020000152614016553,0.9966102590474617,,,,11.204663552512837,,,,10.492785453796388
2017-03-29,10.974785804748535,11.011862924778251,10.974785804748535,10.974785804748535,1000,0.0,0,0.006802715732028064,1.0033899153353845,,,,11.204663552512837,,,,10.544692993164062
2017-03-30,11.086017783031783,11.086017783031783,10.974787116831772,11.048940658569336,5400,0.0,0,0.0067568383693388245,1.0101696588147302,,,,11.204663552512837,,,,10.351892471313477
2017-03-31,10.974785635364308,11.011862754821776,10.937708515906838,11.011862754821776,2000,0.0,0,-0.0033557881151985436,1.0067797434793455,,,,11.204663552512837,,,,10.196170806884766
2017-04-03,10.9006320762987,11.00444787581694,10.863554954528809,10.863554954528809,3300,0.0,0,-0.013468002970526194,0.9932204309035001,,,,11.197248242004154,,,,10.641094207763672
2017-04-04,10.86355537414461,10.937709620548675,10.826478958129885,10.826478958129885,1600,0.0,0,-0.00341287880018204,0.9898306899509619,,,,10.97478723526001,,,,10.45570945739746
2017-04-05,10.967370239305144,11.123093577680155,10.826478031816915,10.974785804748535,3000,0.0,0,0.01369852998303589,1.0033899153353842,,,,10.974786772103526,,,,10.45570945739746
2017-04-06,10.863554954528809,10.9006320762987,10.826478539946194,10.863554954528809,1300,0.0,0,-0.010135127208733219,0.9932204309035001,,,,10.974786772103526,,,,10.604015350341797
2017-04-07,10.789401225416569,10.86355476044427,10.715246983201595,10.752324104309082,30900,0.0,0,-0.01023889976028114,0.983050946471616,,,,10.919170280440875,,,,10.752324104309082
2017-04-10,10.752323149374332,10.826477385003518,10.737492019373612,10.80423069000244,1300,0.0,0,0.0048274759196065276,0.987796601243454,,,,10.919170280440875,,,,10.604015350341797
2017-04-11,10.715245996231648,10.826477349308698,10.604015350341797,10.604015350341797,500,0.0,0,-0.01853119813943893,0.9694915467043472,,,,10.863554464010976,,,,10.641094207763672
2017-04-12,10.566940123187663,10.937709952071442,10.381555208745777,10.45570945739746,7300,0.0,0,-0.013985824052919482,0.9559324085113474,,,,10.752324393212966,,,,11.100848197937012
2017-04-13,10.863554954528809,10.9006320762987,10.856140095924651,10.863554954528809,1300,0.0,0,0.03900696540900883,0.9932204309035001,,,,10.752324393212966,,,,11.419710159301758
2017-04-17,10.64850906676465,10.93770978342223,10.58177109263196,10.641094207763672,1400,0.0,0,-0.02047771173398416,0.9728815492311547,,,,10.752324393212966,,,,11.864632606506348
2017-04-18,10.641093470675376,10.90063190460205,10.641093470675376,10.90063190460205,2400,0.0,0,0.024390132421628463,0.9966102590474616,,,,10.752324393212966,11.011864093126135,,,13.162328720092772
2017-04-19,10.82647851933374,10.937709177244368,10.492785131227311,10.71524715423584,4000,0.0,0,-0.017006789330070382,0.9796611183276546,,,,10.659632580408609,11.011864093126135,,,12.987640380859377
2017-04-20,10.641093638284016,10.863554954528809,10.641093638284016,10.863554954528809,1100,0.0,0,0.013840819363120538,0.9932204309035003,,,,10.659632580408609,11.011864093126135,,,12.266104698181152
2017-04-21,10.492785262882924,10.737493279106534,10.29256993469419,10.38155460357666,13500,0.0,0,-0.04436856562788516,0.949152665032002,,,,10.615139943382816,10.911755732086846,,,12.083821296691896
2017-04-24,10.566940307617188,10.566940307617188,10.566940307617188,10.566940307617188,1600,0.0,0,0.017857219955926373,0.9661018929432322,10.908294773101806,11.38476834861259,10.431821197591022,10.615139943382816,10.911755732086846,,,11.772422790527344
2017-04-25,10.529862560222789,10.529862560222789,10.307400530722084,10.344477653503418,2300,0.0,0,-0.021052702829541636,0.9457628368880407,10.888520431518554,11.405694514319823,10.371346348717285,10.615139943382816,10.911755732086846,,,11.772422790527344
2017-04-26,10.329646886237253,10.455708675201992,10.329646886237253,10.418631553649902,1600,0.0,0,0.007168452833514527,0.9525424931759635,10.869240379333496,11.411163368279409,10.327317390387583,10.61513985905821,10.911755732086846,,,11.62052059173584
2017-04-27,10.307400340289048,10.440877696960886,10.233246803283691,10.233246803283691,1100,0.0,0,-0.01779357964734496,0.9355933524561565,10.83834285736084,11.41475969358008,10.261926021141598,10.58547829335296,10.882094166381595,,,11.33950138092041
2017-04-28,10.45570945739746,10.45570945739746,10.351893650722566,10.45570945739746,3400,0.0,0,0.02173920539494678,0.9559324085113478,10.822276242574056,11.41330683081853,10.23124565432958,10.58547799026403,10.678171157836914,,,11.392667770385742
2017-05-01,10.45570945739746,10.45570945739746,10.45570945739746,10.45570945739746,0,0.0,0,0.0,0.9559324085113478,10.806209627787272,11.409804062810778,10.202615192763766,10.58547799026403,10.678171157836914,,,11.54456901550293
2017-05-02,10.381553989700045,10.381553989700045,10.30739974975586,10.30739974975586,2200,0.0,0,-0.014184566647141295,0.9423729215526563,10.766660817464192,11.339748703882169,10.193572931046216,10.54840087890625,10.678171157836914,,,11.225574493408203
2017-05-03,10.45570886659533,10.529862403869627,10.396385753900978,10.529862403869627,2900,0.0,0,0.021582810360977422,0.9627119776078475,10.746639251708984,11.309424875627396,10.183853627790572,10.485370041195113,10.678170190481923,,,11.54456901550293
2017-05-04,10.381554792466307,10.492785453796388,10.381554792466307,10.492785453796388,1300,0.0,0,-0.003521123890433131,0.9593221494638864,10.715741761525472,11.227072032809733,10.20441149024121,10.40009355545044,10.678170190481923,,,11.772422790527344
2017-05-05,10.418631208377002,10.544692993164062,10.418631208377002,10.544692993164062,1100,0.0,0,0.004946974242086899,0.9640678914271477,10.69646167755127,11.188270197763508,10.204653157339031,10.388969898223877,10.678170190481923,,,12.076226234436035
2017-05-08,10.45570826616046,10.477954255346509,10.23324625273821,10.351892471313477,5500,0.0,0,-0.01828412851617156,0.9464407502019792,10.675698566436768,11.171307808955268,10.180089323918269,10.388969622951137,10.678169915209182,,,11.240764617919922
2017-05-09,10.21841679972369,10.455709983025868,10.196170806884766,10.196170806884766,1700,0.0,0,-0.015042820900645681,0.9322036115036181,10.644801076253255,11.140563075118333,10.149039077388178,10.370431900024414,10.65963219228246,,,11.27873992919922
2017-05-10,10.233247260842669,10.715247748084654,10.233247260842669,10.641094207763672,13800,0.0,0,0.04363632282214036,0.9728815492311551,10.636149819691976,11.122785543398878,10.149514095985074,10.45570927748471,10.65963219228246,,,11.6281156539917
2017-05-11,10.45570945739746,10.463124316512769,10.45570945739746,10.45570945739746,600,0.0,0,-0.017421587173897746,0.9559324085113479,10.618847274780274,11.092921962087257,10.144772587473291,10.45570927748471,10.65963219228246,,,11.848374366760254
2017-05-12,10.45570945739746,10.45570945739746,10.45570945739746,10.45570945739746,0,0.0,0,0.0,0.9559324085113479,10.599072901407878,11.048755251627922,10.149390551187834,10.45570927748471,10.566940379478105,,,11.810397148132324
2017-05-15,10.492783997264748,10.715245996231648,10.492783997264748,10.604015350341797,1200,0.0,0,0.014184201803676855,0.9694915467043477,10.585477987925211,11.008456530204295,10.162499445646127,10.45570927748471,10.566940379478105,,,11.772422790527344
2017-05-16,10.678169862094114,10.752324104309082,10.678169862094114,10.752324104309082,1400,0.0,0,0.01398609385854055,0.9830509464716163,10.581770292917888,10.996861169917048,10.166679415918727,10.474247455596924,10.566940379478105,,,11.506591796875
2017-05-17,10.604015350341797,10.604015350341797,10.604015350341797,10.604015350341797,100,0.0,0,-0.013793181132611965,0.9694915467043477,10.57435483932495,10.979589224770258,10.169120453879643,10.474247455596924,10.566940379478105,,,11.392667770385742
2017-05-18,10.826479119347098,10.826479119347098,10.604017084009524,10.641094207763672,1100,0.0,0,0.0034966808512475467,0.9728815492311551,10.563231786092123,10.941481083745987,10.184982488438258,10.511324963115932,10.566940379478105,,,11.582545280456545
2017-05-19,10.71524725995934,11.234324847309272,10.71524725995934,11.100848197937012,9900,0.0,0,0.04320551826690022,1.014915400777992,10.571141560872396,10.982436686273433,10.15984643547136,10.71524782709702,10.71524782709702,,,11.582545280456545
2017-05-22,11.234325249526162,11.419710159301758,11.219494824481515,11.419710159301758,4100,0.0,0,0.028724107895107043,1.0440679402543447,10.593387762705484,11.101556156817708,10.085219368593261,10.826478710072212,10.807940483093262,,,11.582545280456545
2017-05-23,11.382632189741912,11.864632606506348,11.36038549442992,11.864632606506348,8400,0.0,0,0.03896092291293263,1.0847457907904585,10.628734493255616,11.308042471817876,9.949426514693355,11.160171031951904,11.030401706695557,,,11.582545280456545
2017-05-24,11.864634339238558,13.384790048203644,11.864634339238558,13.162328720092772,36100,0.0,0,0.10937516201511288,1.2033900374033766,10.714011605580648,11.846623505494147,9.581399705667149,11.92024975280055,11.790480427544205,10.88209424316955,,11.734448432922363
2017-05-25,13.481322316815064,13.55727371818959,12.835737578110322,12.987640380859377,11000,0.42,0,-0.013271841400429918,1.1874188356841016,10.798409303029379,12.187814809859127,9.409003796199631,12.025028857727168,11.876722262537179,10.835748336767372,,11.46861743927002
