Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-03-13,4.800000190734863,4.840000152587891,4.559999942779541,4.679999828338623,1131000,0,0,,,,,,,,,,4.75
2017-03-14,4.630000114440918,4.760000228881836,4.559999942779541,4.639999866485596,453900,0,0,-0.008547000709448138,0.9914529992905519,,,,,,,,4.71999979019165
2017-03-15,4.650000095367432,4.840000152587891,4.599999904632568,4.789999961853027,584800,0,0,0.03232760769043819,1.0235043028951252,,,,,,,,5.050000190734863
2017-03-16,4.78000020980835,4.789999961853027,4.670000076293945,4.690000057220459,451700,0,0,-0.020876806978905038,1.0021368011215048,,,,,,,,5.039999961853027
2017-03-17,4.630000114440918,4.699999809265137,4.559999942779541,4.590000152587891,883900,0,0,-0.02132194102612306,0.9807692993478845,,,,,,,,5.03000020980835
2017-03-20,4.579999923706055,4.809999942779541,4.579999923706055,4.710000038146973,646900,0,0,0.026143765047899725,1.006410301476229,,,,,,,,5.179999828338623
2017-03-21,4.71999979019165,4.800000190734863,4.599999904632568,4.659999847412109,520400,0,0,-0.010615751662400141,0.995726499645276,,,,,,,,4.059999942779541
2017-03-22,4.670000076293945,4.75,4.570000171661377,4.730000019073486,576900,0,0,0.015021496556539837,1.010683801830953,,,,,,,,3.940000057220459
2017-03-23,4.639999866485596,5.130000114440918,4.639999866485596,5.0,1348600,0,0,0.05708244816865804,1.0683761075638707,,,,4.8450000286102295,,,,4.010000228881836
2017-03-24,5.03000020980835,5.179999828338623,5.03000020980835,5.050000190734863,523800,0,0,0.0100000381469727,1.0790599093948237,,,,4.869999885559082,,,,3.990000009536743
2017-03-27,4.980000019073486,5.119999885559082,4.96999979019165,5.03000020980835,534600,0,0,-0.003960392113094846,1.0747864090400996,,,,4.869999885559082,,,,4.019999980926514
2017-03-28,5.039999961853027,5.119999885559082,4.840000152587891,4.849999904632568,685700,0,0,-0.0357853474488502,1.0363248039592976,,,,4.869999885559082,,,,3.890000104904175
2017-03-29,4.860000133514404,5.650000095367432,4.820000171661377,5.380000114440918,3826300,0,0,0.10927839592370092,1.1495727161919134,,,,5.105000019073486,,,,3.940000057220459
2017-03-30,5.320000171661377,5.409999847412109,5.130000114440918,5.170000076293945,1378400,0,0,-0.03903346350928383,1.104700911523168,,,,5.110000133514404,,,,3.930000066757202
2017-03-31,5.199999809265137,5.289999961853027,5.059999942779541,5.170000076293945,763800,0,0,0.0,1.104700911523168,,,,5.110000133514404,,,,3.9700000286102295
2017-04-03,5.179999828338623,5.429999828338623,5.159999847412109,5.170000076293945,795100,0,0,0.0,1.104700911523168,,,,5.110000133514404,,,,3.9700000286102295
2017-04-04,5.190000057220459,5.210000038146973,5.079999923706055,5.179999828338623,618000,0,0,0.0019341879878358448,1.1068376107563875,,,,5.144999980926514,,,,3.9700000286102295
2017-04-05,5.25,5.260000228881836,4.800000190734863,4.909999847412109,1436200,0,0,-0.05212355016874792,1.0491453050234698,,,,5.2250001430511475,,,,3.920000076293945
2017-04-06,4.949999809265137,5.010000228881836,4.849999904632568,4.96999979019165,978300,0,0,0.012219947992700098,1.061965806087642,,,,5.2250001430511475,,,,4.110000133514404
2017-04-07,4.980000019073486,5.099999904632568,4.849999904632568,5.099999904632568,815000,0,0,0.026156965780456343,1.0897436093374913,,,,5.2250001430511475,,,,4.130000114440918
2017-04-10,5.090000152587891,5.130000114440918,4.909999847412109,5.019999980926514,1063100,0,0,-0.015686259843532002,1.072649607918595,,,,5.2250001430511475,,,,3.920000076293945
2017-04-11,5.010000228881836,5.170000076293945,4.960000038146973,5.070000171661377,789000,0,0,0.009960197395386228,1.0833334097495477,,,,5.115000009536743,,,,3.9700000286102295
2017-04-12,5.079999923706055,5.099999904632568,4.880000114440918,4.889999866485596,676800,0,0,-0.03550301757027308,1.0448718046687457,,,,5.115000009536743,,,,3.900000095367432
2017-04-13,4.889999866485596,4.929999828338623,4.78000020980835,4.849999904632568,598200,0,0,-0.008179951522529372,1.0363248039592976,,,,5.105000019073486,,,,3.829999923706055
2017-04-17,4.889999866485596,4.929999828338623,4.739999771118164,4.800000190734863,608700,0,0,-0.010309219563065741,1.0256411040166302,,,,5.0,,,,3.829999923706055
2017-04-18,4.789999961853027,4.909999847412109,4.690000057220459,4.880000114440918,682400,0,0,0.0166666501098216,1.0427351054355265,,,,4.9750001430511475,5.105000019073486,,,3.809999942779541
2017-04-19,4.909999847412109,4.96999979019165,4.71999979019165,4.75,738800,0,0,-0.026639367088582833,1.0149573021856775,,,,4.930000066757202,5.105000019073486,,,3.75
2017-04-20,4.75,4.929999828338623,4.679999828338623,4.71999979019165,722900,0,0,-0.006315833643863122,1.0085470007094486,,,,4.924999952316284,5.105000019073486,,,3.660000085830689
2017-04-21,4.730000019073486,5.090000152587891,4.730000019073486,5.050000190734863,1988100,0,0,0.06991534220593976,1.0790599093948239,,,,4.924999952316284,5.105000019073486,,,3.4600000381469727
2017-04-24,5.059999942779541,5.21999979019165,5.03000020980835,5.039999961853027,1716200,0,0,-0.0019802432681454984,1.076923108273319,4.917999998728434,5.309810782944314,4.526189214512554,4.949999809265137,5.105000019073486,,,3.299999952316284
